PRODUCT_ID,DESCRIPTION,PRODUCT_TYPE,PRODAREA,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,FG_HIER_LEVEL_1,FG_HIER_LEVEL_2,FG_HIER_LEVEL_3,END_ITEM,DP_COMP,FG_COMP,VIRTUAL,DP_COMP_KEY,FG_COMP_KEY,VIRTUAL_KEY,A_MAT_STATUS,LATE_FORECAST,LATE_SALES
VirtualProduct_280-1663-R_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1802_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1803_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1807_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1808_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1814_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1815_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1820_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1823_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_262-0197-CD_E1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-0916-33_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-0927_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1052_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1085_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1159_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1160-01_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1201_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1203-02_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1203-03_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1205_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1210-01_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1243-35_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1243-40_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1244-40_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1246_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1314_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1314-R_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1336_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1404_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1405_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1418-R_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1575_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1575_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1575_A5,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1593_T3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1600-20_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1243-35_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1244-40_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1246_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1335_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1335_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1392_A4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1423_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1455-40_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1458_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1475_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1524_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1575_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1594_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1638_T2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1638_T4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663-R_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1786_T4,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1806_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1806-R_G1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1808_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1810_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1814_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1817_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1820_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1822_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1822_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TF-FPQYxxx-NTL@Intel,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13H-HF3@678,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13H-HFB@678,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13H-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N00@868,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N00@Champion One,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N00@PDD,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N4X-H3C@858,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-NHP@858,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-NW1@688,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13X-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-MTL@Intel,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-NIN@international_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-NTC@898,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-NBK@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-NGT@Gigamon,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-NI2@Infinera,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13T-NI2@Infinera,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0153-02_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0198_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0199_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0236_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0237_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0261_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0262_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0277_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0277_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_262-0005_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1418-R_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1428_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1465_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1480-27_AA,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1482_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1497-40_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1524_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1524_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663_A2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663-R_A5,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1663-R_A8,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1802_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1802_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1803_D1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1804_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1804_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1806_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1806_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1806-R_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1807_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1809_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1810_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1810_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1812_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1812_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1818_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1826_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1828-CD_O1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1962-CD_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1975-CD_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1976-CD_O1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-2169_P1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3264-007_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3265-010_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3292_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3417-005_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3417-010_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3425_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3426-005_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3432-003_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3462-030_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3647-030_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3730-006_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3803_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-3913_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-4117-010_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-4236-003_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-4443-005_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-5009-TW_A2,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-5247_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-5391-015_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-5495-015_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_500-5500_A1,Virtual Product for Raw Material Substitutions,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-N4T@858,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-NAZ@688,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-NCT@Coriant,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC13T-NPT@Precision,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-E00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-N00@vitex,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-NCN@Ciena,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-NGT@international_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-FC85S-NKS@international_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-N00@SB,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13L-NJP@633,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ13Y-N00@international_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
TR-QQ85X-N00@domestic_others,Virtual Product for FG Substitute ,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0152-01_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0152-02_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0152-04_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0153-01_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0153-02_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0176_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0199-R_A5,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0233_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0233_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0298_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0354_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0365-CD_O1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_260-0385_T3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_262-0007_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_262-0012_B1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1314-R_A3,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1314-R_A5,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1475_C1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1481_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1530_A1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1593_T1,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1638_T5,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1638_T6,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
VirtualProduct_280-1786_T2,Virtual Product for Raw Material Substitutions,M,OPTICAL,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
