PRODUCT_ID,DESCRIPTION,PRODUCT_TYPE,PRODAREA,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,FG_HIER_LEVEL_1,FG_HIER_LEVEL_2,FG_HIER_LEVEL_3,END_ITEM,DP_COMP,FG_COMP,VIRTUAL,DP_COMP_KEY,FG_COMP_KEY,VIRTUAL_KEY,A_MAT_STATUS,LATE_FORECAST,LATE_SALES
280-1975-CD,CB BOM;Q28 C4 COP RX only;GN2110S+SiFo,M,OPTICAL,CB,CB,Optical,NA,NA,NA,-,,,,,,,-,-,-
281-0070,RX Receptacle,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
282-0040,RX side periscope;43.86deg;3.51*1.2*1.2,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
282-0330,TX Receptacle side periscope;43.86deg,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0029,VCSEL;4ch VISEL for 25Gbps optical,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0080,DFB;25G 1310nm;-40~95℃,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0110-31,MQW-DFB Laser chip;1307 to 1312nm,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0118,CM Chip;HL13BFCP00-L3,M,OPTICAL,subcon,subcon,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0120,CM;chip;HL13BFCP50-L0;CWDM4 SE<0.08W/A,M,OPTICAL,subcon,subcon,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0204-27-CD,DFB laser chip;25G;D2527-C0-020-C0,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0204-33-CD,DFB laser chip;25G;D2533-C0-020-C0,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
283-0261-CD,VCSEL;Lumentum;22177804-034;25G;850nm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
284-0001-40,lens array(4.0dB),M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
284-0051-20,lens array(2.0dB),M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
285-0012,LD submount;for all,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
285-0015,LD submount;Materialm:ALN,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
285-0109,TIA Submount;Low cost,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
288-0134,RX Z-Block;P1.0mm;13.5d Incident;square,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
302-0006,TSLG Nylok Screw M1.7x0.35x4.5x6,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0357,Pull Tab+Lach;Beige color,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0368,Epoxy;Innolight;T-48;18G/支,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0417,Dust cover;EPDM;single LC;halogen free,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0440,MPO dust cover;EPDM;single-end black,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0474,Thermal Pad;Sarcon;white;3*3*1mm,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0485,Epoxy;Laird ID-CSS-E-SNL60(50G/管),P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0494-007,Pull tab;Blue;Cisco;7m,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0494-020,Pull;Green;Cisco;20m;25m;30m,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
500-5092,40G LR4 V3.0S;100G CWDM4 Sumitomo;H3C,M,MODULE,NA,NA,NA,NA,NA,NA,-,,,,,,,-,-,-
500-5101,100G CWDM4 V2;HT;34061299-003;Weld+Ocl,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5212,100G Q28 SR4 V2M;Fiberhoume;LP Vcsel,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-5215-010,100G Q28 AOC G3;10m;Avago Vcsel＆LP;NUDT,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5216-003,100G Q28 AOC G3;3m;Avago LP Vcsel;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5308,40G&100G;CWDM4;NAZ(Weld+Oclaro-EBI),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5329,QSFP+SR4 G3;Semtech;300m Precision,M,MODULE,F38,SR4,Module,F38,SR4,SR4,-,,,,,,,-,-,-
500-5391-020,Q28 AOC G3 20m Sony Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5392,Q28 SR4 G3 100m AvagoVcsel Cisco,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-5508-010,100G Q28 AOC G3;010m GCS PD;Intel,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5595,100G QSFP28 CWDM4 Gen3;Tencent(SEI;Sif),M,MODULE,F30,COP,Module,F30,COP,COP,-,,,,,,,-,-,-
500-5596,100G Q28 CWDM4 Gen3;Tencent DCI(SEI;Sif),M,MODULE,F30,COP,Module,F30,COP,COP,-,,,,,,,-,-,-
500-5602,40G QSFP+ LR4 V3.0 Mit Gen3 DFB;Infinera,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-5614-010,Q28 AOC G3 10m BRCM Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5614-020,Q28 AOC G3 20m BRCM Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5615-025,Q28 AOC G3 25m BRCM Vcsel AB side Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5633-010,100G Q28 AOC G3;010m;II-VI VCSEL;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5703,100G Q28 SR4 G3;Sony Vcsel Cisco,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-5957,100G Q28 SR4 G3;100m;Avago Vcsel Ciena,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-5958,100G Q28 SR4 G3;100m;Sony Vcsel Ciena,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-6014,100G CWDM4 COP Gen3.1;YJ+Sif;PDD;PCN02,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6019,100G CWDM4 COP Gen3.1;MX+Sif;Tencent DCI,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6037,40G QSFP+ IR4 V3.0(Ocl DFB);Arista,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-6087,40G QSFP+ IR4 V3.0(100G CWDM4 Oclaro)FH,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-6159-025,100G QSFP28 Gen3;SFP28 V4S AOC;25M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6200,100G QSFP28 CWDM4 Gen3;kuaishou(V0),M,MODULE,F30,COP,Module,F30,COP,COP,-,,,,,,,-,-,-
500-6230,100G CWDM4 COP Gen3.1;MX+Sif;sundray,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6249-003,100G QSFP28 Gen3;SFP28 V4S AOC;3M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6250-003,100G QSFP28 AOC Gen3;3m;Avago;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6262,100G CWDM4 COP Gen3.1;Rx only;Tencent,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6282-010,100G QSFP28 Gen3;SFP28 V4S AOC;10M;ERI,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6282-015,100G QSFP28 Gen3;SFP28 V4S AOC;15M;ERI,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-4955,100G SR4 Gen3 for Ali(Avago＆LP Vcsel),M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-4961-010,100G AOC Gen3;10m;Avago Vcsel;Standard,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-4962-020,100G AOC Gen3;20m;Avago Vcsel＆LP;Ali,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-4973,QSFP28 CWDM4 COP V2.0;std(Weld+Sumi DFB),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5009,CWDM4;AWS DB Hub New CTLE;Gen3 Mit,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5067-025,100G AOC V2M;25m;for Cisco version2,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-5095,40G IR4 V3.0S;100G CWDM4 Sumitomo;HP,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-5096,CGR4 Gen3 duplex(Sumitomo+GCS+GN2110B),M,MODULE,M09,COP,Module,M09,COP,COP,-,,,,,,,-,-,-
500-5202-005,100G to 2x50G breakout AOC;5M;Tencent,M,MODULE,M91,AOC,Module,M91,AOC,AOC,-,,,,,,,-,-,-
500-5387,100G QSFP28 CWDM4 COP Tencent(Weld+Ocl),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5391-002,Q28 AOC G3 2m Sony Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5391-003,Q28 AOC G3 3m Sony Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5393,40G QSFP+ LR4 V3.0(100G Semtech SEI);Std,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-5394,40G QSFP+ IR4 V3.0(100G Semtech SEI);Std,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-5423,40G QSFP+ IR4 V3.0(100G Mit DFB)Juniper,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-5495-015,Q28 AOC G3 15m Sony Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5529,100G QSFP28 eCWDM4 Gen3;Alibaba;R0,M,MODULE,F31,COP,Module,F31,COP,COP,-,,,,,,,-,-,-
500-5614-002,Q28 AOC G3 2m BRCM Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5614-015,Q28 AOC G3 15m BRCM Vcsel Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5615-015,Q28 AOC G3 15m BRCM Vcsel AB side Cisco,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5633-007,100G Q28 AOC G3;007m;II-VI VCSEL;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5633-020,100G Q28 AOC G3;020m;II-VI VCSEL;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5934,100G Q28 SR4 G3;Avago+GCS;4L PCB;Std,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-6035,100G QSFP28 CLR4;HT(GN2105B+GN2110S),M,MODULE,F11,COP,Module,F11,COP,COP,-,,,,,,,-,-,-
500-6039,40G QSFP+ LR4 V3.0(Ocl DFB);Arista,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-6080,100G QSFP28 CWDM4 BiDi Blank(Ocl);V1.0,M,MODULE,F17,COP,Module,F17,COP,COP,-,,,,,,,-,-,-
500-6159-001,100G QSFP28 Gen3;SFP28 V4S AOC;1M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6159-010,100G QSFP28 Gen3;SFP28 V4S AOC;10M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6159-015,100G QSFP28 Gen3;SFP28 V4S AOC;15M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6282-007,100G QSFP28 Gen3;SFP28 V4S AOC;7M;ERI,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-6283-007,100G QSFP28 AOC Gen3;7m;Avago;ERI,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6357-007,100G QSFP28 AOC Gen3;7m;Avago;FlexO,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-4170,100G CWDM4 2.0;24.33G;BK(Ocl+GN2110B),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4210,100G CWDM4 V2.0;25.78G;34061633;Ocl DFB,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4218-01,100G CWDM4 V2.0;Arista;Weld;Mit+M37244,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4218-02,100G CWDM4 V2.0;Arista;Weld;Ocl+M37244,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4219-05,100G CWDM4 V2.0;Arista;Weld+Avago DFB,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4236-007,100G AOC V2;7m;Sony ES2&ULM PD;Ali aqua,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-4290,100G CWDM4 V2.0;Std(Gen3 Mit DFB+M37244),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4297-02,40G&100G;CWDM4;AWS NewCTLE DB;Ocl+M37244,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4336,CWDM4 V2.0;Arista;Weld;Gen3 Mit+M37244,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4378,100G CWDM4 V2.0;HP;Weld(Ocl DFB+M37244),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4393-02,100G CWDM4 COP V2.0;BK(Weld+Oclaro DFB),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4393-03,100G CWDM4 COP V2.0;BK(Weld+Ren DFB),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4516,40G&100G CWDM4 Lite;Facebook(Gen3 Mit),M,MODULE,M53,COP,Module,M53,COP,COP,-,,,,,,,-,-,-
500-4519,40G QSFP+ LR4 V3.0(Semte Platform_Avago）,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-4561,40G QSFP+ LR4 V3;CWDM4 S Platform_Ocl;BK,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-4618-025,100G QSFP28 AOC V2M;25m;Arista(Avago),M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-4618-030,100G QSFP28 AOC V2M;30m;Arista(Avago),M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-4672,CWDM4 V2.0;for UNIS;Weld(Ocl+M37244),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4753,40G QSFP+ LR4 V3.0(100G Oclaro);Standard,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-4773,QSFP28 CWDM4 COP;Amazon;V2.0;Sumitomo,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-4793,QSFP+ IR4 V3.0(100G CWDM4_Oclaro) H3C,M,MODULE,F33,COP,Module,F33,COP,COP,-,,,,,,,-,-,-
500-4925,100G SR4 Gen3;Avago LP Vcsel array;Stan,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-4956,100G CWDM4 Gen3 for HT(34062212),M,MODULE,F30,COP,Module,F30,COP,COP,-,,,,,,,-,-,-
500-4961-001,100G AOC Gen3;1m;Avago Vcsel;Standard,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-4961-030,100G AOC Gen3;30m;Avago Vcsel;Standard,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-4962-010,100G AOC Gen3;10m;Avago Vcsel＆LP;Ali,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5031,LR4 V3.0(CGR4 Gen3;Sum+GCS+GN2110B)Blue,M,MODULE,F35,COP,Module,F35,COP,COP,-,,,,,,,-,-,-
500-5054,100G Q28 CWDM4 V2 Tencent Weld+G3 Mit,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5071,40G&100G;CWDM4;AWS(NAM);Weld+Oclaro-EBI,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-5211,100G SR4 V2M;Blank;LP Vcsel,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-5216-007,100G Q28 AOC G3;7m;Avago LP Vcsel;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-5225,100G Q28 SR4 V2M;100m;Std LP Vcsel,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
310-0647,Pull tab+latch;Black;Intel,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
310-0724,Pull tab;Purple;pantone Medium Purple C,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
311-0005,EMI Pad;10.4X2.0X1.5,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
311-0436,EMI Composite Tape;15.0*5.7*0.08mm,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
313-0083,Epoxy;Innolight;UV-T23MOD;3ml/支,M,OPTICAL,SUP,SUP,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0413,Metal Cover for OB BOX,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0503,OB BOX,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0516,Base Heat Sink with Kovar for Welding,P,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
320-0614,RX CB lens holder;6.5x2.7x1.65mm;,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
340-0062,Pull tab;Blue;pantone 300U;AWS,M,OPTICAL,Raw,Raw,Optical,NA,NA,NA,-,,,,,,,-,-,-
500-3190,100G SR4 V2M;100m;Alibaba(AB-QT0685S4n),M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3335,100G QSFP28 SR4 V2 100m Macom;Precision,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3347,100G QSFP28 SR4 V2;100m;Macom;Shengke,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3417-003,100G QSFP28 AOC V2 Macom;850nm;3m;Blank,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3417-015,100G QSFP28 AOC V2 Macom;850nm;15m;Blank,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3426-006,100G QSFP28 AOC V2M;Standard,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3426-015,100G QSFP28 AOC V2;Macom;Std;Nalux lens,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3426-030,100G QSFP28 AOC V2;Macom;Std;Nalux lens,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3426-040,100G QSFP28 AOC V2M;40m;Std;Nalux lens,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3462-025,100G QSFP28 AOC V2 with Macom;25m;for C2,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3532,100G CGR4 Gen3(Oclaro DFB+PD+GN2109)V1.1,M,MODULE,M09,COP,Module,M09,COP,COP,-,,,,,,,-,-,-
500-3644,100G QSFP28 CWDM4;Juniper(740-061408),M,MODULE,F13,COP,Module,F13,COP,COP,-,,,,,,,-,-,-
500-3647-001,100G QSFP28 AOC V2M;1m;Std;Cisco FW,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3665,100G QSFP28 SR4 V2M;for ECI Dual Rate,M,MODULE,F02,SR4,Module,F02,SR4,SR4,-,,,,,,,-,-,-
500-3672-010,100G QSFP28 AOC V2M;10m;0~70C;for DELL,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3672-050,100G QSFP28 AOC V2M;MMF 50m;0~70C;DELL,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3744,100G CGR4 Gen3;Sumi DFB+GCS PD+GN2110,M,MODULE,M09,COP,Module,M09,COP,COP,-,,,,,,,-,-,-
500-3776-05,100G CWDM4 V2.0;Std(Welding+Avago DFB),M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-3822,100G CWDM4 LiteV2.0;15-60C;Weld+Mits DFB,M,MODULE,M53,COP,Module,M53,COP,COP,-,,,,,,,-,-,-
500-3830-003,100G QSFP28 AOC V2M;MMF 3m;for Coriant,M,MODULE,F01,AOC,Module,F01,AOC,AOC,-,,,,,,,-,-,-
500-3848,100G CLR4 ET Gen1;Std(Mit;GCS PD;No MPD),M,MODULE,F11,COP,Module,F11,COP,COP,-,,,,,,,-,-,-
500-3913,100G CWDM4 V1.0;2Km;Ali(Mit DFB+M37244D),M,MODULE,F13,COP,Module,F13,COP,COP,-,,,,,,,-,-,-
500-5971,100G QSFP28 CWDM4 COP V2.0;Pinduoduo,M,MODULE,M51,COP,Module,M51,COP,COP,-,,,,,,,-,-,-
500-6013,100G CWDM4 COP Gen3.1;MX+Sif;PDD;PCN02,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6020,100G CWDM4 COP Gen3.1;YJ+Sif;Tencent DCI,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6207,100G SR4 Gen3;Avago LP Vcsel array;Sdy,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-6240,100G QSFP28 CWDM4 Gen3;Spiderlink,M,MODULE,F30,COP,Module,F30,COP,COP,-,,,,,,,-,-,-
500-6250-010,100G QSFP28 AOC Gen3;10m;Avago;Std,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6277,100G CWDM4 COP Gen3.1;Oclaro+Sif;BK,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6283-015,100G QSFP28 AOC Gen3;15m;Avago;ERI,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6382-020,100G QSFP28 AOC Gen3;20m;Avago;Infin,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6383-001,100G QSFP28 AOC Gen3;1m;Sony;Infin,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6383-005,100G QSFP28 AOC Gen3;5m;Sony;Infin,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6383-010,100G QSFP28 AOC Gen3;10m;Sony;Infin,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-6433,100G CWDM4 COP G3.1;Oclaro Recycle;baidu,M,MODULE,F40,COP,Module,F40,COP,COP,-,,,,,,,-,-,-
500-6465,100G SR4 Gen3;Avago LP Vcsel array;BK,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-6575,QSFP+SR4 G3 40G 300m for Blank,M,MODULE,F38,SR4,Module,F38,SR4,SR4,-,,,,,,,-,-,-
500-6650,100G Q28 SR4 G3 Sony Vcsel;SB System,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-6803,40G QSFP+ LX4(100G QSFP28 CWDM4)H3C UNIS,M,MODULE,F37,COP,Module,F37,COP,COP,-,,,,,,,-,-,-
500-7114,100G SR4 Gen3;Sony Vcsel;HP,M,MODULE,F29,SR4,Module,F29,SR4,SR4,-,,,,,,,-,-,-
500-7179-002,100G QSFP28 Gen3;SFP28 V4S AOC;2M;Std,M,MODULE,G10,AOC,Module,G10,AOC,AOC,-,,,,,,,-,-,-
500-7206-010,100G QSFP28 AOC Gen3;10m;Sony;ERI,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
500-7207-015,100G AOC Gen3;15m;Sony Vcsel;Standard,M,MODULE,F28,AOC,Module,F28,AOC,AOC,-,,,,,,,-,-,-
502-1476,Mod Ass-BOM;QSFP28 SR4 V2S;Avago Vcsel,M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1542,Ass-BOM;QSFP28 SR4 V2M;Nalux Lens&GCS PD,M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1678,Ass-Bom;QSFP28 CWDM4;V1.0(Mitsubis DFB),M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1696,Ass-BOM;QSFP28 SR4 V2M;24.33G applicatio,M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1733,Module Ass-Bom;CWDM4 V1.0(Oclaro DFB),M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1783-05,Mod Ass-BOM;CWDM4 V2.0(Weld+Avago DFB),M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1791,Module Ass-Bom;CWDM4 COP;V1.0(Avago DFB),M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1801-02,Mod CGR4 Gen3 Oclaro DFB+GCS PD+GN2110B,M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
502-1818,Ass-Bom;CWDM4 V1.0;Juniper(Mitsu DFB),M,OPTICAL,dummy,dummy,Optical,NA,NA,NA,-,,,,,,,-,-,-
