BOM_ID,LOCATION_ID,PARENT_ID,ALT_GROUP,PREFERENCE,ELEM_IX,CHILD_ID,NEW_SUPPLY,GRADE,RATE,BATCH_SIZE,EFFECTIVE_START,EFFECTIVE_END,OBSOLETE
BOM_220-0129,-,220-0129,-,1,1,280-0798,-,-,0.05,-,-,-,-
BOM_223-0011,-,223-0011,-,1,8,280-0431,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,10,280-0650,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,1,280-0698,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,5,282-0041,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,12,288-0001,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,13,288-0005,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,15,310-0063,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,16,310-0284,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,14,310-0414-01,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,17,313-0001,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,6,320-0412,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,2,320-0438,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,7,320-0443,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,11,320-0493,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,9,320-0611,-,-,1,-,-,-,-
BOM_223-0011,-,223-0011,-,1,4,VirtualProduct_223-0011_A1,-,-,1,-,-,-,-
BOM_223-0012,-,223-0012,-,1,1,301-0022,-,-,1,-,-,-,-
BOM_223-0012,-,223-0012,-,1,2,VirtualProduct_223-0012_A1,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,6,280-0439,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,7,280-0440,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,8,280-0441,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,9,280-0442,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,10,280-0443,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,11,280-0444,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,12,280-0445,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,13,280-0446,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,14,280-0447,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,15,280-0546,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,16,280-0547,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,17,280-0548,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,18,280-0549,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,19,280-0551,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,20,280-0552,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,21,280-0553,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,22,280-0554,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,23,280-0555,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,24,280-0556,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,25,280-0557,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,26,280-0558,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,1,280-0927,-,-,1,-,-,-,-
BOM_260-0102,-,260-0102,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,6,280-0439,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,7,280-0440,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,8,280-0441,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,9,280-0442,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,10,280-0443,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,11,280-0444,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,12,280-0445,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,13,280-0446,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,14,280-0447,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,15,280-0546,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,16,280-0547,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,17,280-0548,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,18,280-0549,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,19,280-0551,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,20,280-0552,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,21,280-0553,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,22,280-0554,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,23,280-0555,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,24,280-0556,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,25,280-0557,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,26,280-0558,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,1,280-0934,-,-,1,-,-,-,-
BOM_260-0115,-,260-0115,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,1,280-0927,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0120,-,260-0120,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,1,280-0929,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0121,-,260-0121,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,1,280-1041,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0124,-,260-0124,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,32,280-0418,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,4,280-0439,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,5,280-0440,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,6,280-0512,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,7,280-0546,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,8,280-0547,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,9,280-0548,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,10,280-0549,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,11,280-0550,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,12,280-0551,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,13,280-0552,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,14,280-0553,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,15,280-0554,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,16,280-0555,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,17,280-0556,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,18,280-0557,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,19,280-0558,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,31,280-0897,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,29,280-0994,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,30,280-0995,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,20,280-0996,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,21,280-0997,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,22,280-0998,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,23,280-0999,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,24,280-1000,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,25,280-1001,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,26,280-1002,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,2,280-1008,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,1,280-1065,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,3,280-1067,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,27,320-0470,-,-,1,-,-,-,-
BOM_260-0128,-,260-0128,-,1,28,320-0471,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,2,280-1052,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,1,280-1083,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0131,-,260-0131,-,1,4,320-0535,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,1,280-1085,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0132,-,260-0132,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,7,280-0695,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,16,280-0702,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,14,280-0940,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,2,280-0941,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,13,280-0994,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,1,280-1091,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,9,310-0063,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,10,310-0109,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,17,310-0147,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,12,310-0284,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,8,310-0414-01,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,11,313-0001,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,18,313-0043,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,15,320-0440,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,4,320-0501,-,-,1,-,-,-,-
BOM_260-0135,-,260-0135,-,1,5,320-0502,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,1,280-1094,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0136,-,260-0136,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,5,280-0695,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,2,280-0788,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,6,280-0791,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,3,280-0802,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,1,280-1096,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,9,310-0109,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,12,310-0147,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,11,310-0284,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,7,310-0414-01,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,10,313-0001,-,-,1,-,-,-,-
BOM_260-0137,-,260-0137,-,1,4,320-0413,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,17,280-0650,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,7,280-0695,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,8,280-0791,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,15,280-0897,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,16,280-0898,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,1,280-1160-01,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,19,280-1459,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,20,280-1460,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,14,287-0003,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,10,310-0063,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,11,310-0109,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,13,310-0284,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,9,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,12,313-0001,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,18,320-0493,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,6,320-0550,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,2,VirtualProduct_260-0141-01_A1,-,-,1,-,-,-,-
BOM_260-0141-01,-,260-0141-01,-,1,4,VirtualProduct_260-0141-01_C1,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,19,280-0650,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,8,280-0695,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,9,280-0791,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,16,280-0897,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,15,280-0898,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,21,280-1459,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,22,280-1460,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,14,287-0003,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,8,310-0063,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,11,310-0109,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,17,310-0147,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,13,310-0284,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,10,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,12,313-0001,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,18,313-0043,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,20,320-0493,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,7,320-0550,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,6,VirtualProduct_260-0141-02_A1,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,2,VirtualProduct_260-0141-02_B1,-,-,1,-,-,-,-
BOM_260-0141-02,-,260-0141-02,-,1,4,VirtualProduct_260-0141-02_C1,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,1,280-0650,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,2,280-0695,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,5,280-0897,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,6,280-0898,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,9,280-1133-R,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,12,280-1457,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,13,280-1458,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,14,280-1459,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,15,280-1460,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,16,287-0003,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,17,288-0005,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,18,310-0109,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,24,310-0147,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,19,310-0284,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,20,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,21,313-0001,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,25,313-0043,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,23,320-0493,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,22,320-0550,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,7,VirtualProduct_260-0141-02-R_A1,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,3,VirtualProduct_260-0141-02-R_A4,-,-,1,-,-,-,-
BOM_260-0141-02-R,-,260-0141-02-R,-,1,11,VirtualProduct_260-0141-02-R_B1,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,18,280-0650,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,8,280-0695,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,9,280-0791,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,17,280-0897,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,16,280-0898,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,20,280-1459,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,21,280-1460,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,15,287-0003,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,11,310-0063,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,12,310-0109,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,14,310-0284,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,10,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,13,313-0001,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,19,320-0493,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,7,320-0550,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,2,VirtualProduct_260-0141-03_A1,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,3,VirtualProduct_260-0141-03_B1,-,-,1,-,-,-,-
BOM_260-0141-03,-,260-0141-03,-,1,6,VirtualProduct_260-0141-03_C1,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,19,280-0650,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,8,280-0695,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,9,280-0791,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,17,280-0897,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,16,280-0898,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,21,280-1459,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,22,280-1460,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,15,287-0003,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,11,310-0063,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,12,310-0109,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,14,310-0284,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,10,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,13,313-0001,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,18,313-0043,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,20,320-0493,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,7,320-0550,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,1,VirtualProduct_260-0141-04_A1,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,4,VirtualProduct_260-0141-04_B1,-,-,1,-,-,-,-
BOM_260-0141-04,-,260-0141-04,-,1,5,VirtualProduct_260-0141-04_C1,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,17,280-0650,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,8,280-0695,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,9,280-0791,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,16,280-0897,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,21,280-0898,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,19,280-1459,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,20,280-1460,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,15,287-0003,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,11,310-0063,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,12,310-0109,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,14,310-0284,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,10,310-0414-01,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,13,313-0001,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,18,320-0493,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,7,320-0550,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,1,VirtualProduct_260-0141-05_A1,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,4,VirtualProduct_260-0141-05_B1,-,-,1,-,-,-,-
BOM_260-0141-05,-,260-0141-05,-,1,5,VirtualProduct_260-0141-05_C1,-,-,1,-,-,-,-
BOM_260-0144,-,260-0144,-,1,5,280-0695,-,-,1,-,-,-,-
