PRODUCT_ID,LOCATION,PREFERENCE,COST,MIN_SUPPLY,MAX_SUPPLY,LEAD_DAYS_SUPPLY,CYCLE_DAYS_SUPPLY,VENDOR_ID,EFFECTIVE_START,EFFECTIVE_END,HIER_LEVEL_1,HIER_LEVEL,HIER_LEVEL_3,process_unit_cost
310-0284,1000,10,10,100,1000,100,10,0000100199,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0362,1000,10,10,100,1000,100,10,0000100196,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0116,1000,10,10,100,1000,151,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
120-0143,1000,10,10,100,1000,151,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0401,1000,10,10,100,1000,40,10,0000100206,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0791,1000,70,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0443,1000,30,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0436,1000,20,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0437,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0438,1000,30,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0439,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1172,1000,10,10,100,1000,100,10,0000100204,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0150,1000,10,10,100,1000,15,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0151,1000,70,10,100,1000,15,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0152,1000,10,10,100,1000,15,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0407,1000,40,10,100,1000,14,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
120-0143,1000,20,10,100,1000,151,10,0000100100,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1171,1000,10,10,100,1000,100,10,0000100204,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1171,1000,20,10,100,1000,100,10,0000100019,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1172,1000,20,10,100,1000,100,10,0000100019,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0810,1000,30,10,100,1000,53,10,0000100146,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0213,1000,30,10,100,1000,123,10,0000100176,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0282,1000,10,10,100,1000,100,10,0000100200,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0440,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0412,1000,20,10,100,1000,39,10,0000100094,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0443,1000,10,10,100,1000,39,10,0000100094,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0412,1000,10,10,100,1000,39,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0443,1000,20,10,100,1000,39,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0122,1000,20,10,100,1000,151,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0438,1000,20,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0439,1000,20,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0464,1000,20,10,100,1000,100,10,0000100078,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0260,1000,10,10,100,1000,100,10,0000100067,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0270,1000,10,10,100,1000,100,10,0000100067,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1169,1000,10,10,100,1000,100,10,0000100019,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0261,1000,10,10,100,1000,123,10,0000100067,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0270,1000,20,10,100,1000,100,10,0000100163,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0485,1000,10,10,100,1000,100,10,0000100078,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0328,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0395,1000,10,10,100,1000,100,10,0000200085,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0636,1000,10,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-003,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-005,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-007,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-010,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-015,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-020,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0474,1000,10,10,100,1000,100,10,0000100078,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0261,1000,20,10,100,1000,123,10,0000100163,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0150,1000,20,10,100,1000,15,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0151,1000,60,10,100,1000,15,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0152,1000,20,10,100,1000,15,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0407,1000,50,10,100,1000,14,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0490,1000,10,10,100,1000,34,10,0000100078,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0440,1000,10,10,100,1000,100,10,0000100206,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0504,1000,10,10,100,1000,55,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-025,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-030,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-001,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0234,1000,10,10,100,1000,100,10,0000100199,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0574,1000,10,10,100,1000,53,10,0000200048,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0474,1000,10,10,100,1000,67,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0468,1000,40,10,100,1000,69,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0470,1000,10,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0486,1000,30,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0471,1000,40,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0491,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0238,1000,10,10,100,1000,100,10,0000100199,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0493,1000,40,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0284,1000,20,10,100,1000,39,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0770,1000,10,10,100,1000,100,10,0000100210,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0650,1000,10,10,100,1000,67,10,0000100073,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0700,1000,10,10,100,1000,100,10,0000100073,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0701,1000,20,10,100,1000,69,10,0000100073,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0861,1000,10,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0865,1000,10,10,100,1000,46,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0866,1000,30,10,100,1000,46,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0867,1000,10,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0862,1000,30,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0786,1000,10,10,100,1000,100,10,0000100073,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0897,1000,40,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0898,1000,30,10,100,1000,67,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
220-0072,1000,20,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1186,1000,10,10,100,1000,100,10,0000100019,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1168,1000,20,10,100,1000,100,10,0000100204,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0505,1000,10,10,100,1000,100,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-001,1000,20,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-002,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-003,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-005,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-007,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-010,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-015,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0494-020,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0140,1000,30,10,100,1000,100,10,0000100194,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0141,1000,20,10,100,1000,100,10,0000100194,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0845-002,1000,10,10,100,1000,100,10,0000100136,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0836-27,1000,20,10,100,1000,100,10,0000200082,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0836-29,1000,10,10,100,1000,100,10,0000200082,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0836-31,1000,20,10,100,1000,100,10,0000200082,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0836-33,1000,10,10,100,1000,100,10,0000200082,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0168,1000,20,10,100,1000,56,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0169,1000,10,10,100,1000,56,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0180,1000,10,10,100,1000,56,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
140-0470,1000,10,10,100,1000,100,10,0000200070,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
140-0471,1000,10,10,100,1000,100,10,0000200070,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0147,1000,30,10,100,1000,100,10,0000100191,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0636,1000,20,10,100,1000,100,10,0000100228,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
300-0179,1000,10,10,100,1000,100,10,0000100102,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
120-0152,1000,10,10,100,1000,100,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0084,1000,30,10,100,1000,100,10,0000200075,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0284,1000,10,10,100,1000,123,10,0000100215,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0793-02,1000,20,10,100,1000,100,10,0000200091,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0933,1000,30,10,100,1000,41,10,0000100207,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0932,1000,20,10,100,1000,41,10,0000100207,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0933,1000,20,10,100,1000,41,10,0000100197,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0932,1000,30,10,100,1000,41,10,0000100197,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0501,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0502,1000,20,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0940,1000,10,10,100,1000,100,10,0000100094,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0787,1000,10,10,100,1000,100,10,0000100073,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0503,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0397,1000,20,10,100,1000,67,10,0000100216,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0981-N0,1000,10,10,100,1000,167,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0981-N1,1000,10,10,100,1000,167,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0981-N2,1000,10,10,100,1000,167,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0981-N3,1000,10,10,100,1000,167,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0521,1000,10,10,100,1000,100,10,0000100078,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
140-0472,1000,10,10,100,1000,100,10,0000200076,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0394,1000,10,10,100,1000,100,10,0000100220,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0991,1000,20,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0992,1000,10,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0994,1000,20,10,100,1000,53,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0995,1000,10,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0141,1000,10,10,100,1000,100,10,0000100100,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0142,1000,30,10,100,1000,100,10,0000100100,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0143,1000,20,10,100,1000,100,10,0000100100,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0752-27,1000,10,10,100,1000,100,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0752-29,1000,10,10,100,1000,100,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0752-31,1000,10,10,100,1000,100,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0752-33,1000,10,10,100,1000,100,10,0000200080,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
140-0477,1000,40,10,100,1000,221,10,0000100000,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0143,1000,10,10,100,1000,100,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0516,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0517,1000,30,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0431,1000,60,10,100,1000,53,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0698,1000,10,10,100,1000,53,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0699,1000,30,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0144,1000,20,10,100,1000,151,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
140-0481,1000,10,10,100,1000,151,10,0000200011,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0518,1000,10,10,100,1000,39,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0141,1000,20,10,100,1000,100,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0142,1000,10,10,100,1000,100,10,0000100148,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-1019,1000,30,10,100,1000,100,10,0000200003,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0696,1000,20,10,100,1000,55,10,0000200092,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0810,1000,20,10,100,1000,53,10,0000200092,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0696,1000,30,10,100,1000,55,10,0000200048,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0810,1000,10,10,100,1000,53,10,0000200048,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0702,1000,10,10,100,1000,67,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0705,1000,30,10,100,1000,53,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0695,1000,40,10,100,1000,53,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0791,1000,60,10,100,1000,53,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-1044-33,1000,10,10,100,1000,100,10,0000200070,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0952,1000,20,10,100,1000,100,10,0000100146,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-1013,1000,40,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
100-0122,1000,10,10,100,1000,151,10,0000100100,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0504,1000,20,10,100,1000,55,10,0000100189,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0535,1000,10,10,100,1000,100,10,0000100096,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
310-0357,1000,20,10,100,1000,100,10,0000100218,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0423,1000,10,10,100,1000,100,10,0000100217,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-1011,1000,30,10,100,1000,95,10,0000100197,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0311,1000,10,10,100,1000,100,10,0000100067,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
110-0216,1000,10,10,100,1000,123,10,0000100067,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
160-1179-00,1000,10,10,100,1000,100,10,0000100019,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0798,1000,10,10,100,1000,100,10,0000100094,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0423,1000,30,10,100,1000,100,10,0000100026,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0791,1000,50,10,100,1000,53,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0438,1000,10,10,100,1000,100,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0439,1000,30,10,100,1000,100,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0516,1000,20,10,100,1000,100,10,0000100193,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0517,1000,10,10,100,1000,100,10,0000100193,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0425,1000,10,10,100,1000,123,10,0000200110,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0695,1000,30,10,100,1000,53,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0705,1000,20,10,100,1000,53,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0698,1000,20,10,100,1000,53,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0699,1000,20,10,100,1000,100,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0702,1000,20,10,100,1000,67,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0423,1000,40,10,100,1000,100,10,0000100230,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0436,1000,10,10,100,1000,100,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0437,1000,20,10,100,1000,100,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0410,1000,20,10,100,1000,100,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0493,1000,30,10,100,1000,39,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
320-0413,1000,20,10,100,1000,100,10,0000100144,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0932,1000,40,10,100,1000,41,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0933,1000,10,10,100,1000,41,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0701,1000,30,10,100,1000,69,10,0000100018,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0991,1000,10,10,100,1000,100,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0992,1000,20,10,100,1000,53,10,0000100132,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0789-10A,1000,10,10,100,1000,54,10,0000100207,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0789-10B,1000,30,10,100,1000,54,10,0000100207,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0789-10C,1000,10,10,100,1000,54,10,0000100207,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
280-0990,1000,10,10,100,1000,100,10,0000100143,-,-,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,1
