Plant,FG,旧的物料编号,FGDescription,FGDescription2,成品尺寸,BOMLevel,BOMVersion,可选文本,基本数量,项目编号,SubstituteGroup,Priority,Usage,partnumber,BOM物料单,组,生产版本,特定工厂物料状态,成本收集器订单号,初始估算成功日期,是否仍需初始估算,是否已成本估算,组件旧物料号,PartDescription,PartDescription2,组件尺寸,projecttype,组件数量,Scrap,UOM,中止指示符,中断日期,后续物料,项目文本行1,项目文本行 2,项目长文本,ParentPart,成本核算标识相关,错误,组件采购组,组件采购类型,组件特殊采购类型,调拨工厂,标准采购信息记录,外协采购信息记录,组,操作/活动,长描述,插件,反冲,供应商,供应商名称,组件库存,未清采购订单数量,图号,生产商(制造商),产地,componenttype,创建日期,计划交货日期,专用/通用
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.12,1,,1000.000,0120,,0,0,287-0003,,,,Z1,,,,是,,Isolator D2.5mm CA 0.7 single 7degree,,,L,1000.000,0.00,PC,,,,,,,260-0141-02,X,,王紫慧,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.13,1,,1000.000,0130,,0,0,280-0897,,,,,,,,是,,"Light path lift,73.3deg,2.54*3.15*1.27mm",,,L,50.000,0.00,PC,,,,,,,260-0141-02,X,,王紫慧,F,40,1000,X,,,,,,,,,773.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.14,1,,1000.000,0140,,0,0,280-0650,,,,,,,,是,,TX receptacle,,,L,20.000,0.00,PC,,,,,,,260-0141-02,X,,李宗洋,F,40,1000,X,,,,,,,,,7050.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.15,1,,1000.000,0150,,0,0,320-0493,,,,,,,,是,,Receptacle z ring,,,L,20.000,0.00,PC,,,,,,,260-0141-02,X,,薛凤,F,40,1000,X,,,,,,,,,4121.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.16,1,,1000.000,0180,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,10.000,0.00,ML,,,,,,,260-0141-02,X,,王紫慧,F,,,X,,,,,,,,,177.582,0,,,,P,,49,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.17,1,,1000.000,0190,,0,0,280-1459,,,,Z1,,,,是,,"TX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0141-02,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.18,1,,1000.000,0200,,0,0,280-1460,,,,Z1,,,,是,,"RX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0141-02,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,1.19,1,,1000.000,0210,A1,0,100,280-1663,,,,Z1,,,,是,,"CB BOM,QSFP28 CWDM4 COP V2.0",,,L,1000.000,0.00,PC,,,,,,,260-0141-02,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2,1,,1000.000,0020,A1,0,0,260-0236,00039526,50050183,,,,,,是,,"BOSA,CWDM4 COP V2.0,Amazon(Oclaro DFB)",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.1,1,,1000.000,0010,A1,0,0,280-1418,,,,,,,,是,,"TX CB,CWDM4 COP V2.0,for Amazon(Oclaro)",,,L,1000.000,0.00,PC,,,,,,,260-0236,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.2,1,,1000.000,0010,A1,0,100,280-1800,,,,Z1,,,,是,,"CB BOM,QSFP28 COP V2.0(Weld +Ocl)",,,L,1000.000,0.00,PC,,,,,,,260-0236,X,,李宗洋,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.3,1,,1000.000,0020,,0,0,280-1133,,,,Z1,,,,是,,"OB Ass-BOM,CWDM4 V2.0(Welding version)",,,L,1000.000,0.00,PC,,,,,,,260-0236,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.4,1,,1000.000,0030,,0,0,280-1020,,,,,,,,是,,"Mold Lens&Al Cover Sub-Ass-BOM,CWDM4V2.0",,,L,1000.000,5.00,PC,,,,,,,260-0236,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.5,1,,1000.000,0040,,0,0,320-0550,,,,,,,,是,,"Metal Cover,OB BOX Weld version",,,L,1000.000,1.00,PC,,,,,,,260-0236,X,,薛凤,F,40,1000,X,,,,,,,,,5608.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.6,1,,1000.000,0050,,0,0,280-0695,,,,,,,,是,,TX Devide Side C-Lens Holder 2.2*1.8*3,,,L,4000.000,9.00,PC,,,,,,,260-0236,X,,王紫慧,F,40,1000,X,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.7,1,,1000.000,0060,,0,0,280-0791,,,,,,,,是,,CLENS NSF11 R1.65*T1.70*D1.4,,,L,4000.000,5.00,PC,,,,,,,260-0236,X,,王紫慧,F,40,1000,X,,,,,,,,,2608.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.8,1,,1000.000,0070,,0,0,310-0414-01,,,,,,,,是,,"Epoxy,Innolight,UV-T53,3ml/支",,,L,17.000,0.00,ML,,,,,,,260-0236,X,,王紫慧,F,40,1000,X,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.9,1,,1000.000,0080,,0,0,310-0063,,,,Z1,,,,是,,"Epoxy,Innolight,P-001,454g/套",,,L,3.000,0.00,G,,,,,,,260-0236,X,,王紫慧,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.10,1,,1000.000,0090,,0,0,310-0109,,,,,,,,是,,"Acrylate,Innolight,UV-003,5g/支",,,L,3.000,0.00,G,,,,,,,260-0236,X,,王紫慧,F,,,X,,,,,,,,,50.000,0,,,,P,,98,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.11,1,,1000.000,0100,,0,0,313-0001,,,,,,,,是,,"Epoxy,Innolight,T-30,3ml/支",,,L,15.000,0.00,ML,,,,,,,260-0236,X,,王紫慧,F,,,X,,,,,,,,,42.000,0,,,,P,,56,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.12,1,,1000.000,0110,,0,0,310-0284,,,,,,,,是,,"Acrylate,Innolight,UV-006,3ml/支",,,L,13.000,0.00,ML,,,,,,,260-0236,X,,王紫慧,F,,,X,,,,,,,,,81.000,0,,,,P,,98,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.13,1,,1000.000,0120,,0,0,287-0003,,,,Z1,,,,是,,Isolator D2.5mm CA 0.7 single 7degree,,,L,1000.000,3.00,PC,,,,,,,260-0236,X,,王紫慧,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.14,1,,1000.000,0150,,0,0,280-0897,,,,,,,,是,,"Light path lift,73.3deg,2.54*3.15*1.27mm",,,L,150.000,0.00,PC,,,,,,,260-0236,X,,王紫慧,F,40,1000,X,,,,,,,,,773.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.15,1,,1000.000,0160,,0,0,280-0650,,,,,,,,是,,TX receptacle,,,L,20.000,0.00,PC,,,,,,,260-0236,X,,李宗洋,F,40,1000,X,,,,,,,,,7050.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.16,1,,1000.000,0170,,0,0,320-0493,,,,,,,,是,,Receptacle z ring,,,L,20.000,0.00,PC,,,,,,,260-0236,X,,薛凤,F,40,1000,X,,,,,,,,,4121.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.17,1,,1000.000,0180,,0,0,280-1459,,,,Z1,,,,是,,"TX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0236,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.18,1,,1000.000,0190,,0,0,280-1460,,,,Z1,,,,是,,"RX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0236,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,2.19,1,,1000.000,0200,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,10.000,0.00,ML,,,,,,,260-0236,X,,王紫慧,F,,,X,,,,,,,,,177.582,0,,,,P,,49,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3,1,,1000.000,0030,A1,0,0,260-0278,00042617,50069081,,,,,,是,,"BOSA,CWDM4,AWS(Welding+Oclaro-EBI)",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,潘咏梅,X,,,X,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.1,1,,1000.000,0010,A1,0,0,280-1531,,,,,,,,是,,"TX CB,CWDM4,AWS(Welding+Oclaro-EBI)",,,L,1000.000,0.00,PC,,,,,,,260-0278,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.2,1,,1000.000,0010,A1,0,100,280-1801,,,,,,,,是,,"CB BOM,QSFP28 COP V2.0,AWS(Weld+Ocl-EBI)",,,L,1000.000,0.00,PC,,,,,,,260-0278,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.3,1,,1000.000,0020,,0,0,280-1133,,,,Z1,,,,是,,"OB Ass-BOM,CWDM4 V2.0(Welding version)",,,L,1000.000,0.00,PC,,,,,,,260-0278,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.4,1,,1000.000,0030,,0,0,280-1020,,,,,,,,是,,"Mold Lens&Al Cover Sub-Ass-BOM,CWDM4V2.0",,,L,1000.000,2.70,PC,,,,,,,260-0278,X,,潘咏梅,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.5,1,,1000.000,0040,,0,0,320-0550,,,,,,,,是,,"Metal Cover,OB BOX Weld version",,,L,1000.000,0.70,PC,,,,,,,260-0278,X,,薛凤,F,40,1000,X,,,,,,,,,5608.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.6,1,,1000.000,0050,,0,0,280-0695,,,,,,,,是,,TX Devide Side C-Lens Holder 2.2*1.8*3,,,L,4000.000,5.40,PC,,,,,,,260-0278,X,,王紫慧,F,40,1000,X,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.7,1,,1000.000,0060,,0,0,280-0791,,,,,,,,是,,CLENS NSF11 R1.65*T1.70*D1.4,,,L,4000.000,3.20,PC,,,,,,,260-0278,X,,王紫慧,F,40,1000,X,,,,,,,,,2608.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.8,1,,1000.000,0070,,0,0,310-0414-01,,,,,,,,是,,"Epoxy,Innolight,UV-T53,3ml/支",,,L,17.000,0.00,ML,,,,,,,260-0278,X,,王紫慧,F,40,1000,X,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.9,1,,1000.000,0080,,0,0,310-0063,,,,Z1,,,,是,,"Epoxy,Innolight,P-001,454g/套",,,L,3.000,0.00,G,,,,,,,260-0278,X,,王紫慧,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.10,1,,1000.000,0090,,0,0,310-0109,,,,,,,,是,,"Acrylate,Innolight,UV-003,5g/支",,,L,3.000,0.00,G,,,,,,,260-0278,X,,王紫慧,F,,,X,,,,,,,,,50.000,0,,,,P,,98,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.11,1,,1000.000,0100,,0,0,313-0001,,,,,,,,是,,"Epoxy,Innolight,T-30,3ml/支",,,L,15.000,0.00,ML,,,,,,,260-0278,X,,王紫慧,F,,,X,,,,,,,,,42.000,0,,,,P,,56,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.12,1,,1000.000,0110,,0,0,310-0284,,,,,,,,是,,"Acrylate,Innolight,UV-006,3ml/支",,,L,13.000,0.00,ML,,,,,,,260-0278,X,,王紫慧,F,,,X,,,,,,,,,81.000,0,,,,P,,98,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.13,1,,1000.000,0120,,0,0,287-0003,,,,Z1,,,,是,,Isolator D2.5mm CA 0.7 single 7degree,,,L,1000.000,0.90,PC,,,,,,,260-0278,X,,王紫慧,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.14,1,,1000.000,0130,,0,0,280-0897,,,,,,,,是,,"Light path lift,73.3deg,2.54*3.15*1.27mm",,,L,50.000,0.00,PC,,,,,,,260-0278,X,,王紫慧,F,40,1000,X,,,,,,,,,773.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.15,1,,1000.000,0140,,0,0,280-0650,,,,,,,,是,,TX receptacle,,,L,20.000,0.00,PC,,,,,,,260-0278,X,,李宗洋,F,40,1000,X,,,,,,,,,7050.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.16,1,,1000.000,0150,,0,0,320-0493,,,,,,,,是,,Receptacle z ring,,,L,20.000,0.00,PC,,,,,,,260-0278,X,,薛凤,F,40,1000,X,,,,,,,,,4121.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.17,1,,1000.000,0160,,0,0,280-1459,,,,Z1,,,,是,,"TX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0278,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.18,1,,1000.000,0170,,0,0,280-1460,,,,Z1,,,,是,,"RX Receptacle Side Lens,CWDM4 COP(Wel)",,,L,10.000,0.00,PC,,,,,,,260-0278,X,,厂内光自组件,X,,,,,,,,,,,,0,0,,,,自制/外购,,50,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,3.19,1,,1000.000,0180,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,10.000,0.00,ML,,,,,,,260-0278,,,王紫慧,F,,,X,,,,,,,,,177.582,0,,,,P,,49,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,4,1,,1000.000,0040,,0,0,300-0150,,,,,,,,是,,Housing body,,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,X,,,,,,,,,1730.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,5,1,,1000.000,0050,A2,0,0,300-0151,,,,,,,,是,,Housing lid,,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,X,,,,,,,,,1034.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,6,1,,1000.000,0060,A2,0,100,300-0151-RW,,,,Z1,,,,是,,"Housing lid,for WXZX",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,陳郁馨,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,7,1,,1000.000,0070,,0,0,300-0152,,,,,,,,是,,Housing adapter,,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,X,,,,,,,,,1279.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,8,1,,1000.000,0080,,0,0,302-0004,,,,,,,,是,,TSLG Nylok Screw M1.4x0.3x5.45,,,L,2000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,,,X,,,,,,,,,39505.000,0,,,,P,,59,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,9,1,,1000.000,0090,,0,0,302-0007,,,,,,,,是,,TSLG Nylok Screw M1.4x0.3x4.63,,,L,2000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,,,X,,,,,,,,,35205.000,0,,,,P,,59,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,10,1,,1000.000,0100,,0,0,310-0401,,,,,,,,是,,"Dust cover EPDM,Duplex LC,Black",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,43232.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,11,1,,1000.000,0110,A3,0,0,310-0407,,,,,,,,是,,"Pull tab,Green",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,X,,,,,,,,,1.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,12,1,,1000.000,0120,A3,0,100,310-0407-RW,,,,Z1,,,,是,,"Pull tab,Green,for WXZX",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,13,1,,1000.000,0130,,0,0,311-0244,,,,,,,,是,,"mylar,PC98,10.2X14X0.1MM",,,L,2000.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,10274.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,14,1,,1000.000,0140,,0,0,311-0276,,,,,,,,是,,EMI PAD,,,L,2000.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,13874.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,15,1,,1000.000,0150,,0,0,310-0104,,,,,,,,是,,"Epoxy,Innolight,T-002,10ml/支",,,L,115.000,0.00,ML,,,,,,,561-0140,X,,王紫慧,F,,,X,,,,,,,,,1615.762,0,,,,P,,66,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,16,1,,1000.000,0160,,0,0,310-0485,,,,,,,,是,,"Epoxy,Laird ID-CSS-E-SNL60(50G/管)",,,L,120.132,0.00,G,,,,,,,561-0140,X,,王紫慧,F,,,X,,,,,,,,,1307.586,0,,,,P,,56,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,17,1,,1000.000,0170,,0,0,313-0039,,,,,,,,是,,"Silicon,Innolight,SN-611,30ml/支",,,L,70.465,0.00,ML,,,,,,,561-0140,X,,王紫慧,F,,,X,,,,,,,,,5249.169,0,,,,P,,91,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,18,1,,1000.000,0180,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,15.003,0.00,ML,,,,,,,561-0140,X,,王紫慧,F,,,X,,,,,,,,,177.582,0,,,,P,,49,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,19,1,,1000.000,0190,,0,0,320-0284,,,,,,,,是,,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",,,L,2000.000,0.00,PC,,,,,,,561-0140,X,,李跃红,F,40,1000,X,,,,,,,,,73936.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,20,1,,1000.000,0200,,0,0,330-0101,,,,,,,,是,,"Label,rounded corner,white,blank,for Box",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,77875.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,21,1,,1000.000,0210,,0,0,611-1427,,,,,,,,,,"S/ID,N08,40G/100G,CWDM4 V2.0,2Km,Arista",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,22,1,,1000.000,0220,,0,0,612-0242,,,,,,,,,,"(QSFP28 CWDM4,Stanand)Alarm warning file",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,23,1,,1000.000,0230,,0,0,613-2392,,,,,,,,,,Label NAR QSFP28 CWDM4 for Arista（TW）,,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,24,1,,1000.000,0240,,0,0,617-0091,,,,,,,,,,"Mod User,Set 0 for all Standard",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,25,1,,1000.000,0250,,0,0,618-0092,,,,,,,,,,"F/S,Set 0 for all Standard",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,26,1,,1000.000,0260,,0,0,619-0888,,,,,,,,,,"Con,TR-FD13T-N11 QSFP28 CWDM4 Arista",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,27,1,,1000.000,0270,,0,0,621-008D,,,,,,,,,,"F/W,QSFP28 CWDM4 With Maxim&Semtech",,,N,1000.000,0.00,PC,,,,,,,561-0140,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,28,1,,1000.000,0280,,0,0,330-0088,,,,,,,,是,,"Label,29.0*15.0*0.1,white,Blank",,,L,1000.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,10044.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,29,1,,1000.000,0290,,0,0,330-0194,,,,,,,,是,,"Label,60×40mm,white,blank,pack label",,,L,16.700,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,7066.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,30,1,,1000.000,0300,,0,0,330-0327,,,,,,,,是,,"Label,100*100*0.1mm,white,blank,Arista",,,L,33.300,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,31,1,,1000.000,0310,,0,0,330-0328,,,,,,,,是,,"Label,51*25.5*0.1mm,white,blank,Arista",,,L,1000.000,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,X,,,,,,,,,50000.000,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,32,1,,1000.000,0320,,0,0,350-0291,,,,Z1,,,,是,,"Tray,78mm1x5pcs,Arista",,,L,200.000,0.00,PC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,33,1,,1000.000,0330,,0,0,351-0003,,,,,,,,是,,"Carton,Arista(PKG-00581)",,,L,16.700,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,34,1,,1000.000,0340,,0,0,352-0009,,,,,,,,是,,"sponge,Up-Down,pink,Arista",,,L,33.300,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,35,1,,1000.000,0350,,0,0,352-0010,,,,,,,,是,,"sponge,Front-Back,pink,Arista",,,L,33.300,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
6000,561-0140,,"40G&100G CWDM4 V2.0,Arista(Weld+Ocl),TW",,,36,1,,1000.000,0360,,0,0,352-0011,,,,,,,,是,,"sponge,Left-Right,pink,Arista",,,L,33.300,0.00,ZPC,,,,,,,561-0140,X,,辛帆,F,40,1000,,,,,,,,,,0,0,,,,,,0,
