Plant,删除标识,凭证日期,采购凭证,项目,PN,库存地点,Quantity,仍要交货(数量),短文本,订单单位,采购组,项目类别,物料组,Vendor,Vendor_Name
1000,,1/30/24,4900011008,10,312-0036,VM01,18200,2860,"protect cover,santoprene251-70w232,Black",PC,A16,2,312P93D8,100318, 苏州识马汉精密科技有限公司
1000,,3/18/24,4900011835,10,280-0701,VM01,2900,2900,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,11/20/23,4500069972,10,313-0039,6010,4750,2905,"Silicon,Dow Corning,TC-3065,30ml/支",PC,A10,0,313P87C2,100337, 帕克威乐新材料（深圳）有限公司
1000,,12/4/23,4500070988,10,330-0081,6010,3000,3000,"Label,29.0*15.0,white,inno-logo",PC,A16,0,330P96R5,100175, 苏州高泰电子技术股份有限公司
1000,,9/7/23,4500065312,60,140-0355,1010,3000,3000,"IC,8-Channel,12-Bit",PC,A01,0,140P3038,200237, Macnica Cytech Limited
1000,,12/21/23,4500072284,10,310-0401,6010,95300,3100,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100206, 东莞市创宜丰精密橡塑有限公司
1000,,11/21/22,4500052553,10,280-0981-N2,6010,48411,3129,chip (0-75 deg C),PC,A02,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,1/24/24,4900010881,10,280-0701,VM01,3200,3200,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,5/29/23,4500059817,10,310-0401,6010,45500,3450,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100206, 东莞市创宜丰精密橡塑有限公司
1000,,2/20/24,4900011197,10,280-0701,VM01,3500,3500,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100018, 昂纳科技（深圳）集团股份有限公司
1000,,3/15/24,4500079327,60,283-0046-33,6010,3600,3600,ML7CP58-29B33,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/15/24,4500079327,70,283-0046-29,6010,3600,3600,ML7CP58-29B29,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,11/15/23,4500069724,30,280-0981-N3,6010,3600,3600,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,3/12/24,4500079010,10,504-1718,6010,3651,3651,"PCBA BOM,100G QSFP28 SR4 lowcost",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
1000,,3/12/24,4500079011,10,504-1718,6010,3651,3651,"PCBA BOM,100G QSFP28 SR4 lowcost",PC,A22,3,504P5071,100006, 福群科技（无锡）有限公司
1000,,3/8/24,4500078711,10,504-1718,6010,3700,3700,"PCBA BOM,100G QSFP28 SR4 lowcost",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
1000,,1/24/24,4500075199,10,120-0046,6010,4000,4000,"Inductor,10uH,±20%,0603,lead free",PC,A01,0,120P0305,100148, 梵锦（上海）电子科技有限公司
1000,,12/11/23,4500071524,70,120-0046,6010,88000,4000,"Inductor,10uH,±20%,0603,lead free",PC,A01,0,120P0305,100148, 梵锦（上海）电子科技有限公司
1000,,11/17/22,4500052393,10,100-0119,6010,24000,4000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,7/6/22,4500046850,100,120-0157,6010,244000,4000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,6/8/22,4500045649,20,120-0047,6010,28000,4000,"Ferrite,0603,1000 ohm±25%,100MHz,600mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,2/22/22,4500042071,30,120-0138,6010,534000,4000,"Ferrite Bead 0402,1.5A,120 Ohm,100MHz",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,1/10/24,4500073803,30,283-0110-29,6010,4019,4019,"MQW-DFB Laser chip,1287 to 1292nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,3/18/24,4900011836,10,280-0701,VM01,4100,4100,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,12/26/23,4500072715,10,313-0039,6010,4300,4300,"Silicon,Dow Corning,TC-3065,30ml/支",PC,A10,0,313P87C2,100337, 帕克威乐新材料（深圳）有限公司
1000,,11/15/23,4500069724,20,280-0981-N1,6010,4300,4300,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,1/16/24,4900010675,10,310-0295,VM01,8800,4414,"Thermal Pad,12.0*6.0*0.4",PC,A16,2,311P92D5,100078, 苏州鑫澈电子有限公司
1000,,1/10/24,4500073803,20,283-0110-27,6010,4419,4419,"MQW-DFB Laser chip,1267 to 1272nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,1/10/24,4500073803,50,283-0110-33,6010,4419,4419,"MQW-DFB Laser chip,1327 to 1332nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,2/1/24,4900011047,30,280-0701,VM01,4500,4500,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,2/6/24,4900011099,20,280-0701,VM01,4600,4600,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,1/24/24,4500075207,10,283-0110-27,6010,4975,4975,"MQW-DFB Laser chip,1267 to 1272nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,1/24/24,4500075207,20,283-0110-29,6010,4975,4975,"MQW-DFB Laser chip,1287 to 1292nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,1/24/24,4500075207,30,283-0110-31,6010,4975,4975,"MQW-DFB Laser chip,1307 to 1312nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,1/24/24,4500075207,40,283-0110-33,6010,4975,4975,"MQW-DFB Laser chip,1327 to 1332nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,3/18/24,4500079472,10,504-1532,6010,5000,5000,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
2000,,3/18/24,4500079498,10,330-0273,6010,5000,5000,"Label,24.0*8.0*0.1mm,blank,Ass lin",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,3/18/24,4500079501,30,330-0292,6010,5000,5000,"Label,25.0*13.0*0.1mm,Cisco",PC,A16,0,330P96R5,100175, 苏州高泰电子技术股份有限公司
1000,,3/12/24,4500079025,10,350-0484,6010,5000,5000,"Packing Tray,319.2*190*19,4PCS,#2",PC,A16,0,350P97E4,100323, 苏州安卓电子有限公司
5000,,11/6/23,4500069082,10,140-0386,6010,5000,5000,"IC,ultra small adjustable sequencing",PC,A14,0,140P2835,200009, WT Microelectronics (Hong Kong) Lim
1000,,6/30/23,4500061344,10,330-0233,6010,5000,5000,"Label,50.0*75.0,‘PARTIAL CASE',Google",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,10/28/22,4500051504,50,140-0599,6010,5000,5000,"IC,Step-Up Converter with Low IQ,1.1A",PC,A01,0,140P2734,200140, Sunwise Technologies(HK) Limited
1000,,2/22/22,4500042064,70,100-0035,6010,2270000,5000,"Capacitor,1nF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/22/22,4500042064,100,100-0061,6010,7640000,5000,"Capacitor,0.47uF,±10%,0201,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/22/22,4500042071,20,120-0129,6010,2450000,5000,"Ferrite,0201,600 ohm±25%,100MHz,250mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,1/18/22,4500041063,40,100-0033,6010,1070000,5000,"Capacitor,1000PF(1nf),±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,3/5/24,4500078342,10,313-0010,6010,5100,5100,"Epoxy,Henkel,3119,3ml/支",PC,A10,0,313P87C2,100033, 上海锐隆材料科技有限公司
1000,,2/20/24,4900011186,40,280-0701,VM01,5100,5100,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,1/10/24,4500073803,40,283-0110-31,6010,5114,5114,"MQW-DFB Laser chip,1307 to 1312nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
2000,,3/6/24,4500078525,10,223-0012,6010,5383,5383,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,12/5/22,4500053135,20,351-0011,6010,10000,5700,"Packaging box,Pizza,192*169*45mm,8pcs",PC,A16,0,351P97E5,100323, 苏州安卓电子有限公司
1000,,3/15/24,4500079327,50,283-0046-27,6010,5821,5821,ML7CP58-29B27,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/5/24,4500078382,10,504-1718,6010,5907,5907,"PCBA BOM,100G QSFP28 SR4 lowcost",PC,A22,3,504P5071,100006, 福群科技（无锡）有限公司
1000,,12/21/23,4500072298,20,283-0110-29,6010,5975,5975,"MQW-DFB Laser chip,1287 to 1292nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
2000,,3/4/24,4500078282,10,223-0011,6010,6000,6000,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,12/19/23,4900010088,20,310-0376,VM01,23400,6000,"EMI Pad,Gray,3.6*3.6*1.0mm",PC,A16,2,311P92D6,100078, 苏州鑫澈电子有限公司
1000,,9/7/23,4500065312,80,140-0355,6010,153000,6000,"IC,8-Channel,12-Bit",PC,A01,0,140P3038,200237, Macnica Cytech Limited
1000,,3/11/24,4500078921,10,504-1532,6010,6006,6006,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
1000,,12/21/23,4500072298,40,283-0110-33,6010,6065,6065,"MQW-DFB Laser chip,1327 to 1332nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,8/23/23,4500064425,20,280-0981-N1,6010,7000,6129,chip (0-75 deg C),PC,A02,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,12/21/23,4500072298,30,283-0110-31,6010,6158,6158,"MQW-DFB Laser chip,1307 to 1312nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
2000,,3/4/24,4500078278,10,223-0012,6010,6162,6162,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,11/15/23,4500069724,10,280-0981-N0,6010,6200,6200,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,12/21/23,4500072298,10,283-0110-27,6010,6218,6218,"MQW-DFB Laser chip,1267 to 1272nm",PC,A14,0,283P7296,200020, Milli-tech Electronics Limited.
1000,,2/27/24,4500077702,20,351-0010,6010,50000,6500,"Paperboard,191*167*3mm",PC,A16,0,352P97E7,100003, 昆山中扬包装材料有限公司
1000,,2/18/24,4500076790,10,504-1718,6010,6600,6600,"PCBA BOM,100G QSFP28 SR4 lowcost",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
2000,,2/27/24,4500077810,10,223-0012,6010,6798,6798,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,2/28/24,4900011477,10,280-0701,VM01,6900,6900,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,11/6/23,4500068998,10,140-0434,6010,6920,6920,"IC,93-ball FC-CSP,24-28G Quad CDR&Driver",PC,A03,0,140P1520,200146, CEAC INTERNATIONAL LIMITED
2000,,3/19/24,4500079625,30,223-0011,6010,6999,6999,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
2000,,3/21/24,4500079846,20,223-0011,6010,7000,7000,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
2000,,3/6/24,4500078525,20,223-0011,6010,7000,7000,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,8/23/23,4500064425,30,280-0981-N3,6010,7300,7046,chip (0-75 deg C),PC,A02,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,7/26/21,4500035098,40,312-0008,6010,13960,7395,protection cover A halogen,PC,A06,0,341P91D2,100206, 东莞市创宜丰精密橡塑有限公司
1000,,12/5/22,4500053121,40,280-0981-N2,6010,7500,7500,chip (0-75 deg C),PC,A02,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
2000,,3/19/24,4500079625,10,223-0012,6010,7538,7538,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
2000,,3/21/24,4500079846,10,223-0012,6010,7600,7600,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,1/23/24,4500075140,10,313-0039,6010,7900,7900,"Silicon,Dow Corning,TC-3065,30ml/支",PC,A10,0,313P87C2,100337, 帕克威乐新材料（深圳）有限公司
1000,,11/23/23,4500070305,90,100-0031,6010,8000,8000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,9/2/22,4500049318,20,120-0029,6010,12000,8000,"Ind,4.7uH±20%,0603,1MHz,80mA,0.78ohm",PC,A01,0,120P0305,100100, 深圳市怡海能达有限公司
1000,,7/14/22,4500047201,20,120-0138,6010,458000,8000,"Ferrite Bead 0402,1.5A,120 Ohm,100MHz",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,1/10/24,4500073830,10,160-1237,6010,8227,8227,PCB GN2147,PC,A02,0,160P4966,100019, 深南电路股份有限公司
1000,,2/20/24,4900011190,30,280-0701,VM01,8500,8500,"RX Z-Block,P0.75,8 deg incident",PC,A04,2,288P81B5,100143, 苏州东辉光学有限公司
1000,,3/5/24,4500078381,10,504-1532,6010,10101,8831,"PCBA BOM,CWDM4-Duplex(with MCC Diode)",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
1000,,3/18/24,4900011828,10,312-0036,VM01,9000,9000,"protect cover,santoprene251-70w232,Black",PC,A16,2,312P93D8,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/18/24,4900011854,10,302-0007,VM01,9000,9000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/6/24,4500078545,10,313-0039,6010,9300,9300,"Silicon,Dow Corning,TC-3065,30ml/支",PC,A10,0,313P87C2,100337, 帕克威乐新材料（深圳）有限公司
2000,,1/19/24,4500074749,20,223-0012,6010,22000,9686,"CM,Lens&Al Cover Sub-Ass-BOM,500031",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,1/25/24,4500075355,10,283-0046-31,6010,30000,9815,ML7CP58-29B31,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/14/24,4500079208,10,110-0040,6010,10000,10000,"Resistor,0603,1A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,3/11/24,4500078885,20,110-0376,6010,10000,10000,"Res,RMS02FT6803,0201,±1%,1/20W,680K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/26/24,4500077617,10,110-0243,6010,10000,10000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,100,110-0161,6010,10000,10000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,120,110-0252,6010,10000,10000,"Resistor,0201,±1%,2.1K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,160,110-0248,6010,10000,10000,"Resistor,0201,±1%,180k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,170,110-0156,6010,10000,10000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,180,110-0249,6010,10000,10000,"Resistor,0201,±1%,150k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076769,130,110-0207,6010,10000,10000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076779,10,100-0021,6010,10000,10000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/5/24,4500076155,20,110-0378,6010,10000,10000,"Res,RMS02FT3302,0201,±1%,1/20W,33K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,2/5/24,4500076157,20,110-0249,6010,10000,10000,"Resistor,0201,±1%,150k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076158,20,110-0571,6010,10000,10000,"Resistor,0201,±1%,1/20W40.2K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/30/24,4500075706,10,330-0101,6010,60000,10000,"Label,rounded corner,white,blank,for Box",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,1/24/24,4500075194,100,110-0248,6010,10000,10000,"Resistor,0201,±1%,180k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075195,10,110-0561,6010,10000,10000,"Resistor,0201,±1%,1/20W,200 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/24/24,4500075204,20,100-0222,6010,10000,10000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/28/23,4500072860,10,120-0202,6010,10000,10000,"Ind,2.0X1.6X1.0mm,2.2uH,1.7A,0.142ohm",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,12/27/23,4500072743,130,110-0243,6010,10000,10000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,140,110-0267,6010,10000,10000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,190,110-0220,6010,10000,10000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072109,20,110-0253,6010,20000,10000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072109,70,110-0239,6010,180000,10000,"Resistor,0201,±1%,51K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072109,140,110-0267,6010,10000,10000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072111,30,110-0378,6010,10000,10000,"Res,RMS02FT3302,0201,±1%,1/20W,33K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/12/23,4500071634,30,110-0368,6010,10000,10000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/12/23,4500071634,40,110-0379,6010,10000,10000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/11/23,4500071516,120,110-0260,6010,20000,10000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/11/23,4500071519,10,100-0222,6010,10000,10000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/11/23,4500071524,20,120-0157,6010,10000,10000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,12/4/23,4500070988,20,330-0101,6010,30000,10000,"Label,rounded corner,white,blank,for Box",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,11/24/23,4500070431,20,110-0156,6010,20000,10000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070305,80,100-0222,6010,10000,10000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070314,60,110-0220,6010,20000,10000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070316,20,110-0372,6010,30000,10000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/13/23,4500069548,30,110-0376,6010,10000,10000,"Res,RMS02FT6803,0201,±1%,1/20W,680K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/13/23,4500069550,60,100-0222,6010,10000,10000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
5000,,11/9/23,4500069326,10,110-0379,6010,10000,10000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100552, HONG KONG HOLDER COMPANY LIMITED
5000,,11/9/23,4500069326,20,120-0121,6010,10000,10000,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100552, HONG KONG HOLDER COMPANY LIMITED
1000,,11/6/23,4500069028,40,110-0376,6010,10000,10000,"Res,RMS02FT6803,0201,±1%,1/20W,680K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,10/19/23,4500067843,100,110-0376,6010,10000,10000,"Res,RMS02FT6803,0201,±1%,1/20W,680K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,10/7/23,4500067053,50,110-0378,6010,50000,10000,"Res,RMS02FT3302,0201,±1%,1/20W,33K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,9/21/23,4500066228,40,110-0561,6010,10000,10000,"Resistor,0201,±1%,1/20W,200 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,8/29/23,4500064762,10,120-0157,6010,10000,10000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,8/23/23,4500064387,20,110-0561,6010,30000,10000,"Resistor,0201,±1%,1/20W,200 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,6/21/23,4500060841,40,110-0295,6010,90000,10000,"Resistor,0201,±1%,127K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,5/12/23,4500058989,10,100-0300,6010,700000,10000,"Capacitor,100pF,±10%,0201,X7R,25V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,10/18/22,4500051013,40,140-0847,6010,10000,10000,"IC,Step down Current 3A",PC,A14,0,140P2734,200140, Sunwise Technologies(HK) Limited
1000,,7/12/22,4500047105,40,110-0270,6010,10000,10000,"Resistor,0201,±1%,8.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,3/18/22,4500042963,320,110-0252,6010,1130000,10000,"Resistor,0201,±1%,2.1K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/22/22,4500042064,50,100-0025,6010,20490000,10000,"Capacitor,10000pF,±10%,0201,X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/22/22,4500042064,130,100-0086,6010,210000,10000,"Capacitor,0.1uF,±10%,01005,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/22/22,4500042070,30,100-0143,6010,310000,10000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/18/22,4500041063,90,100-0141,6010,50000,10000,"Cap,100pF,±10%,01005(0402M),X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/4/24,4500076073,30,160-1153,6010,10591,10591,PCB isola 370HR+M6,PC,A02,0,160P4965,100204, 东莞森玛仕格里菲电路有限公司
1000,,1/16/24,4500074346,10,310-0401,6010,57000,11490,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
2000,,1/22/24,4500074945,10,301-0046-CD,6010,16000,11700,"Narrowed RX Lens Cover,AL6063",PC,A06,0,301P88C4,100336, 深圳市宏讯制造技术有限公司
2000,,3/18/24,4900011853,10,302-0007,VM01,12000,12000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,3/14/24,4500079203,20,140-0341,6010,12000,12000,"IC,25-28Gb/s Quad CDR& Driver",PC,A03,0,140P1823,200009, WT Microelectronics (Hong Kong) Lim
1000,,12/27/23,4500072752,90,100-0031,6010,12000,12000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,9/11/23,4500065524,20,120-0121,6010,468000,12000,"Ind,1.5uH±20%,1.9A,0.097ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
1000,,9/7/23,4500065312,50,140-0355,1010,18000,12000,"IC,8-Channel,12-Bit",PC,A01,0,140P3038,200237, Macnica Cytech Limited
1000,,8/4/22,4500048083,10,140-0022,6010,12000,12000,"IC,SOT-723",PC,A01,0,130P0711,200009, WT Microelectronics (Hong Kong) Lim
2000,,1/19/24,4500074749,10,223-0011,6010,21000,12566,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,3/21/24,4500079865,40,280-0981-N3,6010,12752,12752,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
2000,,2/19/24,4900011134,10,310-0376,VM01,13900,13000,"EMI Pad,Gray,3.6*3.6*1.0mm",PC,A16,2,311P92D6,100078, 苏州鑫澈电子有限公司
2000,,1/15/24,4500074223,10,280-0425,6010,13000,13000,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,3/21/24,4500079865,20,280-0981-N0,6010,13325,13325,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,3/21/24,4500079865,30,280-0981-N1,6010,13861,13861,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
5000,,12/21/23,4900010261,10,302-0004,VM01,274000,15000,TSLG Nylok Screw M1.4x0.3x5.45,PC,A06,2,302P89C5,200216, Wuxi xin giant macro intelligent te
