Plant,删除标识,凭证日期,采购凭证,项目,PN,库存地点,Quantity,仍要交货(数量),短文本,订单单位,采购组,项目类别,物料组,Vendor,Vendor_Name
1000,,12/20/23,4500072241,30,120-0232,6010,15000,15000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,5/6/23,4500058698,10,504-1878,6010,30000,15339,"PCBA BOM,100G SR4 G3,prevent Vulcanizat",PC,A22,3,504P5071,100297, 无锡索米科技有限公司
2000,,2/27/24,4500077810,20,223-0011,6010,15712,15712,"CM,OB Ass-BOM,500031(Welding)",PC,A04,3,223P8690,100073, 苏州伽蓝致远电子科技股份有限公司
1000,,2/4/24,4500076074,60,160-1237,6010,15993,15993,PCB GN2147,PC,A02,0,160P4966,100019, 深南电路股份有限公司
1000,,3/4/24,4500078267,10,101-0001,6010,16000,16000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
5000,,3/4/24,4500078270,10,101-0001,6010,16000,16000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,1/24/24,4500075203,50,100-0073,6010,16000,16000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/4/24,4500073323,10,101-0001,6010,16000,16000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,11/21/22,4500052547,10,280-0981-N2,6010,51589,16002,chip (0-75 deg C),PC,A02,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,3/11/24,4500078859,10,160-1153,6010,16578,16578,PCB isola 370HR+M6,PC,A02,0,160P4965,100019, 深南电路股份有限公司
1000,,6/10/22,4500045743,10,120-0099,6010,29000,17000,"Ind,XPL2010-222MLB,2.2uH±20%",PC,A01,0,120P0305,100110, 苏州方润电子科技有限公司
1000,,2/26/24,4500077662,10,140-0355,6010,18000,18000,"IC,8-Channel,12-Bit",PC,A01,0,140P3038,200237, Macnica Cytech Limited
1000,,8/10/22,4500048334,10,120-0215,6010,218000,18000,"Ind,2.2uH±20%,3.7x3.2x1.2mm,lead free",PC,A01,0,120P0305,100294, 上海创璞电子有限公司
2000,,3/14/24,4500079172,10,280-0425,6010,19000,19000,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
5000,,12/21/23,4900010262,10,302-0007,VM01,24000,19000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,200216, Wuxi xin giant macro intelligent te
1000,,1/10/24,4500073828,10,160-1291,6010,21001,19045,PCB,PC,A02,0,160P4965,100019, 深南电路股份有限公司
1000,,3/18/24,4500079506,10,310-0401,6010,20000,20000,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,3/11/24,4500078886,100,110-0268,6010,20000,20000,"Resistor,0201,±1%,1M ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077610,20,351-0010,6010,20000,20000,"Paperboard,191*167*3mm",PC,A16,0,352P97E7,100003, 昆山中扬包装材料有限公司
1000,,2/26/24,4500077617,60,110-0220,6010,20000,20000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,130,110-0267,6010,20000,20000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077629,10,100-0108,6010,20000,20000,"Cap,JMK042BJ103KC,10nF,01005,6.3V",PC,A01,0,100P0101,100378, 深圳市华睿星源科技有限公司
1000,,2/18/24,4500076779,50,100-0031,6010,20000,20000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,2/5/24,4500076157,160,110-0207,6010,20000,20000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075194,60,110-0267,6010,20000,20000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075199,30,120-0157,6010,20000,20000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,1/12/24,4500074080,10,110-0243,6010,20000,20000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074081,40,110-0713,6010,160000,20000,"Resistor,0201,±1%,510 ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/12/24,4500074086,10,110-0378,6010,20000,20000,"Res,RMS02FT3302,0201,±1%,1/20W,33K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,1/12/24,4500074087,20,110-0161,6010,20000,20000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/10/24,4500073855,20,130-0077,6010,230000,20000,"Diode,100Ma Schottky Barrier Diode",PC,A01,0,130P0610,100289, 苏州正瀚电子科技有限公司
1000,,12/27/23,4500072743,30,110-0260,6010,20000,20000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,90,110-0161,6010,20000,20000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,150,110-0272,6010,20000,20000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072109,150,110-0272,6010,20000,20000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071633,60,110-0267,6010,70000,20000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071634,50,110-0372,6010,20000,20000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/11/23,4500071512,10,110-0156,6010,20000,20000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070310,10,120-0157,6010,20000,20000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,11/22/23,4500070208,10,120-0157,6010,20000,20000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,11/21/23,4500070108,30,110-0368,6010,40000,20000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/21/23,4500070110,10,110-0379,6010,20000,20000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/20/23,4500070014,30,100-0021,6010,20000,20000,"Capacitor,4.7uF,±20%,0402,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/20/23,4500070014,60,100-0222,6010,20000,20000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/20/23,4500070014,140,100-0143,6010,700000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/13/23,4500069547,60,110-0261,6010,20000,20000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/13/23,4500069550,90,100-0142,6010,800000,20000,"Capacitor,1nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/13/23,4500069550,180,100-0143,6010,1940000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/13/23,4500069553,20,120-0157,6010,20000,20000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,10/24/23,4500068176,10,100-0143,6010,380000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,10/17/23,4500067703,40,100-0222,6010,20000,20000,"Capacitor,2.2uf,±10%,0402,X5R,16V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,10/17/23,4500067712,60,120-0157,6010,20000,20000,"Ferrite,0603,330ohm±25%,100MHz,1500mA",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,10/7/23,4500067064,20,100-0143,6010,1340000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,9/21/23,4500066218,10,100-0143,6010,2780000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,8/29/23,4500064767,10,120-0100,6010,20000,20000,"Ind,1.5uH±20%,80MHz,0.116ohm,2.1x2.2x1.0",PC,A01,0,120P0305,100110, 苏州方润电子科技有限公司
1000,,8/23/23,4500064392,10,100-0143,6010,3100000,20000,"Capacitor,10nF,±10%,01005(0402M),X5R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,5/16/23,4500059165,10,110-0571,6010,60000,20000,"Resistor,0201,±1%,1/20W40.2K ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,3/18/24,4900011827,10,312-0036,VM01,21000,21000,"protect cover,santoprene251-70w232,Black",PC,A16,2,312P93D8,100318, 苏州识马汉精密科技有限公司
1000,,2/25/24,4900011341,10,302-0004,VM01,22000,22000,TSLG Nylok Screw M1.4x0.3x5.45,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
1000,,12/20/23,4500072242,10,120-0202,6010,22000,22000,"Ind,2.0X1.6X1.0mm,2.2uH,1.7A,0.142ohm",PC,A01,0,120P0305,100083, 厦门信和达电子有限公司
2000,,1/19/24,4500074753,10,280-0425,6010,23000,23000,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,3/21/24,4500079865,10,280-0981-N2,6010,23418,23418,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,2/27/24,4500077724,10,140-0341,6010,24000,24000,"IC,25-28Gb/s Quad CDR& Driver",PC,A03,0,140P1823,200009, WT Microelectronics (Hong Kong) Lim
1000,,12/11/23,4500071519,20,100-0031,6010,24000,24000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/12/24,4500074007,20,160-1153,6010,24408,24408,PCB isola 370HR+M6,PC,A02,0,160P4965,100204, 东莞森玛仕格里菲电路有限公司
1000,,3/18/24,4500079501,20,330-0273,6010,25000,25000,"Label,24.0*8.0*0.1mm,blank,Ass lin",PC,A16,0,330P96E3,100175, 苏州高泰电子技术股份有限公司
1000,,2/27/24,4500077723,10,140-0434,6010,26490,26490,"IC,93-ball FC-CSP,24-28G Quad CDR&Driver",PC,A03,0,140P1520,200146, CEAC INTERNATIONAL LIMITED
1000,,3/21/24,4500079865,50,280-0981-N2,6010,29214,29214,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,3/11/24,4500078886,50,110-0272,6010,30000,30000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,3/11/24,4500078886,90,110-0249,6010,30000,30000,"Resistor,0201,±1%,150k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,70,110-0260,6010,30000,30000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077622,80,110-0268,6010,30000,30000,"Resistor,0201,±1%,1M ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/19/24,4500076933,10,120-0253,6010,30000,30000,"Ind,2.2uH±20%,1.6A,0.197ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100294, 上海创璞电子有限公司
1000,,2/5/24,4500076157,130,110-0260,6010,30000,30000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076157,140,110-0268,6010,30000,30000,"Resistor,0201,±1%,1M ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075191,50,110-0214,6010,30000,30000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075191,100,110-0243,6010,30000,30000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075194,40,110-0161,6010,30000,30000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074087,40,110-0267,6010,30000,30000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,20,110-0253,6010,30000,30000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072743,110,110-0207,6010,30000,30000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072747,30,110-0372,6010,30000,30000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/27/23,4500072752,110,100-0119,6010,30000,30000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/19/23,4500072109,110,110-0207,6010,30000,30000,"Resistor,0201,±1%,6.8K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/19/23,4500072109,190,110-0220,6010,30000,30000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/11/23,4500071517,10,110-0379,6010,30000,30000,"Res,RMS02JT473,0201,±5%,1/20W,47K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/11/23,4500071518,40,100-0062,6010,30000,30000,"Capacitor,1uF,±20%,0201,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070305,120,100-0119,6010,50000,30000,"Capacitor,2.2uF,±10%,0402,X5R,35V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070314,70,110-0214,6010,30000,30000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/22/23,4500070208,20,120-0232,6010,30000,30000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
5000,,11/9/23,4500069328,20,110-0369,6010,30000,30000,"Resistor,0201,±1%,1/20W,1.2K ohm",PC,A01,0,110P0203,100552, HONG KONG HOLDER COMPANY LIMITED
1000,,10/17/23,4500067712,70,120-0232,6010,30000,30000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,10/7/23,4500067047,110,110-0298,6010,30000,30000,"Resistor,0201,±1%,0.05W,39K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,10/7/23,4500067052,80,110-0295,6010,30000,30000,"Resistor,0201,±1%,127K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
2000,,3/4/24,4500078230,10,310-0401,6010,30600,30600,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,3/21/24,4500079866,20,280-0981-N2,6010,32000,32000,chip (0-75 deg C),PC,A14,0,283P7296,200080, PHOTONTECK COMPANY LIMITED
1000,,2/28/24,4500077912,10,101-0001,6010,32000,32000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
2000,,2/1/24,4500075872,10,280-0425,6010,33400,33400,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,8/28/23,4500064704,10,120-0100,6010,58000,34000,"Ind,1.5uH±20%,80MHz,0.116ohm,2.1x2.2x1.0",PC,A01,0,120P0305,100110, 苏州方润电子科技有限公司
2000,,3/19/24,4500079626,10,280-0425,6010,34500,34500,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,2/28/24,4500077884,10,310-0401,6010,35000,35000,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,2/26/24,4500077564,10,160-1153,6010,35150,35150,PCB isola 370HR+M6,PC,A02,0,160P4965,100204, 东莞森玛仕格里菲电路有限公司
1000,,3/14/24,4500079206,20,140-0645,6010,36000,36000,"IC,MOSFETS Silicon P-Channel,WCSP6C",PC,A01,0,140P1217,100289, 苏州正瀚电子科技有限公司
1000,,3/14/24,4500079207,10,140-0253,6010,36000,36000,P-Channel Power MOSFET,PC,A01,0,140P1217,200180, Texas Instruments China Sales Ltd.
1000,,3/15/24,4500079327,30,283-0046-29,6010,36964,36964,ML7CP58-29B29,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,9/7/23,4500065312,70,140-0310,6010,37500,37500,"IC,WLCSP-25,2.5mmX2.5mm,Thermoelectric",PC,A01,0,140P2126,200237, Macnica Cytech Limited
2000,,1/15/24,4500074222,10,280-0425,6010,37900,37900,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,3/18/24,4900011820,40,310-0376,VM01,38700,38700,"EMI Pad,Gray,3.6*3.6*1.0mm",PC,A16,2,311P92D6,100078, 苏州鑫澈电子有限公司
2000,,1/24/24,4900010898,10,302-0007,VM01,39000,39000,TSLG Nylok Screw M1.4x0.3x4.63,PC,A06,2,302P89C5,100170, 无锡鑫巨宏智能科技有限公司
2000,,12/21/23,4500072326,10,310-0401,6010,223000,39779,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100206, 东莞市创宜丰精密橡塑有限公司
1000,,3/11/24,4500078886,10,110-0161,6010,40000,40000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,3/11/24,4500078886,40,110-0267,6010,40000,40000,"Resistor,0201,±1%,430K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/18/24,4500076769,50,110-0214,6010,40000,40000,"Resistor,0201,0.5A,0 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/5/24,4500076157,150,110-0273,6010,40000,40000,"Resistor,0201,±1%,680K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075191,70,110-0253,6010,40000,40000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075194,20,110-0260,6010,40000,40000,"Resistor,0201,±1%,15K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/24/24,4500075194,70,110-0272,6010,40000,40000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,1/12/24,4500074087,50,110-0272,6010,40000,40000,"Resistor,0201,±1%,240K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/27/23,4500072747,10,110-0368,6010,40000,40000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/19/23,4500072111,10,110-0368,6010,40000,40000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/19/23,4500072111,40,110-0372,6010,40000,40000,"Res,RMS02FT1302,0201,±1%,1/20W,13K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,12/12/23,4500071633,30,110-0161,6010,50000,40000,"Resistor,0201,±1%,200 ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071633,50,110-0243,6010,80000,40000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,12/12/23,4500071633,80,110-0220,6010,40000,40000,"Resistor,0201,±5%,27K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,11/23/23,4500070313,30,110-0368,6010,40000,40000,"Res,RMS02FT3902,0201,±1%,1/20W,39K",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,11/6/23,4500069027,10,110-0261,6010,90000,40000,"Resistor,0201,±1%,200K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,10/7/23,4500067051,30,110-0381,6010,280000,40000,"Resistor,0201,±1%,1/20W,46.4k ohm",PC,A01,0,110P0203,100083, 厦门信和达电子有限公司
1000,,9/21/23,4500066227,150,110-0246,6010,40000,40000,"Resistor,0201,±1%,390k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,8/29/23,4500064751,140,110-0121,6010,420000,40000,"Resistor,0201,±5%,5.1K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,8/23/23,4500064386,140,110-0246,6010,100000,40000,"Resistor,0201,±1%,390k ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,8/11/23,4500063727,10,140-0477,6010,40000,40000,"IC,4A,5.5V,BULK DC-DC Converter",PC,A01,0,140P2734,200140, Sunwise Technologies(HK) Limited
1000,,7/6/22,4500046856,10,100-0141,6010,400000,40000,"Cap,100pF,±10%,01005(0402M),X7R,10V",PC,A01,0,100P0101,100100, 深圳市怡海能达有限公司
2000,,1/25/24,4500075363,20,280-0425,6010,40100,40100,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,9/19/23,4900008678,10,280-0798,VM01,40244,40244,PEI Jumper,PC,A10,2,220P6687,100094, 苏州天孚光通信股份有限公司
1000,,3/11/24,4500078893,50,100-0031,6010,44000,44000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/19/23,4500072114,30,100-0073,6010,44000,44000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,8/29/23,4900008208,10,280-0798,VM01,76900,44756,PEI Jumper,PC,A05,2,220P6687,100094, 苏州天孚光通信股份有限公司
1000,,3/18/24,4500079559,10,120-0253,6010,45000,45000,"Ind,2.2uH±20%,1.6A,0.197ohm,2.0x1.6x1.0",PC,A01,0,120P0305,100294, 上海创璞电子有限公司
2000,,3/15/24,4500079331,10,310-0401,6010,45000,45000,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,1/24/24,4500075199,40,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,1/12/24,4500074097,30,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,12/28/23,4500072859,30,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,12/12/23,4500071637,20,100-0025,6010,45000,45000,"Capacitor,10000pF,±10%,0201,X7R,10V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,12/11/23,4500071524,30,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,11/23/23,4500070310,20,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,11/13/23,4500069553,30,120-0232,6010,45000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
1000,,10/7/23,4500067072,20,120-0232,6010,75000,45000,"Fer,0201,330 ohm±25%,100MHz,200mA,1 ohm",PC,A01,0,121P0406,100148, 梵锦（上海）电子科技有限公司
2000,,2/28/24,4500077864,10,310-0401,6010,45300,45300,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
2000,,1/25/24,4500075363,10,280-0425,6010,45700,45700,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
2000,,11/20/23,4500070022,10,280-0425,6010,248600,47000,Aspheric Glass Round Bare Lens,PC,A04,0,284P77A7,100136, 苏州安捷讯光电科技股份有限公司
1000,,3/15/24,4500079327,40,283-0046-27,6010,47067,47067,ML7CP58-29B27,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/18/24,4500079459,10,101-0001,6010,48000,48000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
1000,,2/26/24,4500077632,20,100-0073,6010,48000,48000,"Capacitor,22uF,±20%,0603,X5R,6.3V",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/22/24,4500075019,10,101-0001,6010,48000,48000,"WB Capacitor,220pF,+80%,-20%,16V",PC,A07,0,101P0102,200075, YEE LAI TECHNOLOGY CO.; LIMITED
2000,,1/16/24,4500074347,10,310-0401,6010,120000,48000,"Dust cover EPDM,Duplex LC,Black",PC,A16,0,312P93D8,100367, 江苏明科精密橡塑科技有限公司
1000,,11/6/23,4500069038,40,100-0031,6010,52000,48000,"Cap,10uF,±10%,0603,X5R,6.3V,CERAMIC",PC,A01,0,100P0101,100148, 梵锦（上海）电子科技有限公司
1000,,1/25/24,4500075355,20,283-0046-31,6010,48800,48800,ML7CP58-29B31,PC,A14,0,283P7296,200077, Mitsubishi Electric US; Inc.
1000,,3/11/24,4500078881,20,110-0243,6010,50000,50000,"Resistor,0201,±1%,13K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,3/11/24,4500078886,80,110-0156,6010,50000,50000,"Resistor,0201,±1%,40.2K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
1000,,2/26/24,4500077619,80,110-0253,6010,50000,50000,"Resistor,0201,±1%,75K ohm",PC,A01,0,110P0203,100067, 苏州优旭电子有限公司
