PRODUCT_ID,Revesion level,VENDOR_ID,LOCATION,PREFERENCE/Quota,EFFECTIVE_START,EFFECTIVE_END,LEAD_DAYS_SUPPLY,CYCLE_DAYS_SUPPLY
330-0328,1A,100009,1000,100,2023.01.01,2023.12.31,25,
330-0352,1A,100063,1000,100,2023.11.30,2023.12.29,25,
330-0352,1A,100175,1000,0,2023.11.30,2023.12.29,25,
330-0383,1A,100009,1000,100,2023.01.01,2023.12.31,25,
330-0403,1A,200079,1000,100,2023.05.12,2023.12.31,68,
340-0056,1A,100102,1000,100,2023.01.01,2023.12.31,54,
340-0062,1A,100189,1000,100,2023.01.11,2023.12.31,54,
340-0063,1A,100189,1000,100,2023.01.11,2023.12.31,54,
340-0071,1A,100102,1000,30,2023.01.01,2023.12.31,53,
340-0071,1A,100189,1000,70,2023.01.01,2023.12.31,53,
341-0027,1A,100189,1000,100,2023.01.01,2023.12.31,46,
341-0063,1B,100196,1000,100,2023.01.01,2023.12.31,46,
350-0015,3A,100356,1000,100,2023.01.01,2023.12.31,26,
350-0016,1B,100003,1000,100,2023.01.01,2023.12.31,26,
350-0017,1B,100003,1000,20,2023.01.01,2023.12.31,26,
350-0017,1B,100323,1000,80,2023.01.01,2023.12.31,26,
350-0025,3A,100323,1000,20,2023.01.01,2023.12.31,26,
350-0025,3A,100356,1000,80,2023.01.01,2023.12.31,26,
350-0026,3A,100356,1000,100,2023.01.01,2023.12.31,26,
350-0027,3A,100356,1000,100,2023.01.01,2023.12.31,26,
350-0038,2A,100323,1000,100,2023.03.31,2023.12.31,22,
350-0087,1A,100003,1000,100,2023.05.06,2023.12.31,26,
350-0140,1A,100323,1000,100,2023.05.06,2023.12.31,26,
350-0147,1A,100003,1000,100,2023.04.04,2023.12.31,26,
350-0148,1A,100003,1000,100,2023.07.26,2023.12.31,26,
350-0149,1A,100003,1000,100,2023.08.21,2023.12.31,26,
350-0154,1A,100323,1000,100,2023.05.05,2023.12.31,26,
350-0158,1A,100187,1000,100,2023.05.06,2023.12.31,26,
350-0229,1A,100187,1000,100,2023.01.01,2023.12.31,26,
350-0230,1A,100187,1000,70,2023.01.01,2023.12.31,26,
350-0230,1A,100323,1000,30,2023.01.01,2023.12.31,26,
350-0275,1B,100187,1000,0,2023.07.07,2023.12.31,26,
350-0275,1B,100323,1000,0,2023.07.07,2023.12.31,26,
350-0291,1A,100187,1000,100,2023.01.01,2023.12.31,26,
351-0001,1A,100003,1000,100,2023.05.06,2023.06.01,26,
351-0009,1A,100003,1000,100,2023.01.01,2023.12.31,26,
351-0010,1A,100003,1000,100,2023.01.01,2023.12.31,26,
352-0009,1A,100003,1000,100,2023.06.06,2023.08.05,26,
352-0010,1A,100003,1000,100,2023.05.06,2023.12.31,26,
352-0011,1A,100003,1000,100,2023.05.06,2023.12.31,26,
910-0499,1A,100003,1000,100,2023.05.06,2023.12.31,31,
