MODEL_ID,ERROR_ID,SOURCE_TABLE_NAME,SOURCE_COLUMN_NAME,LOOKUP_TABLE_NAME,ERROR_VALUE,ERROR_TIMESTAMP,RELATED_IDENTIFIER
DSM,22012,NULL,NULL,NULL,006824-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006824-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006840-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006841-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006841-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006841-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006842-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006842-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006842-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006842-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006843-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006844-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006844-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006844-08@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006845-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006845-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006845-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006845-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006845-05@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006847-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006847-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006848-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006848-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006848-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006849-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006850-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-05@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-06@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006857-07@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006873-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006893-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006895-07@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006895-12@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006895-14@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006895-15@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006905-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006920-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006950-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006950-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006954-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006954-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006954-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006956-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-06@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-08@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-09@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-11@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-13@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-14@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-15@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-19@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-20@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-21@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-22@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-23@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-25@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-26@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-29@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-30@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-31@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-33@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-34@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-35@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006962-36@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006966-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006967-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006967-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006970-08@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,006996-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007158-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007203-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007205-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007207-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007210-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007258-04@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007263-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007270-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007271-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007418-12@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007458-99@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007465-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007475-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007499-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-01@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-02@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-03@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-05@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-06@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-07@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-08@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-11@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-12@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-13@7040,2024-05-03 06:10:25.867,NULL
DSM,22012,NULL,NULL,NULL,007522-14@7040,2024-05-03 06:10:25.867,NULL
DSM,22000,NULL,NULL,NULL,006354-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006354-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006354-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006354-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006355-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006356-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006356-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006359-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006373-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006373-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006393-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006393-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006393-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006439-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006463-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006486-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006502-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006507-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006509-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006514-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006514-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006514-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006534-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006561-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006572-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006572-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006572-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006573-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006582-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006595-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006635-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006664-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006670-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006670-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006670-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006670-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006722-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006731-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006753-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006776-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006782-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006783-09@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006784-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006797-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006797-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006799-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006800-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006824-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006824-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006824-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006824-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006840-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006841-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006841-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006841-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006842-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006842-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006842-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006842-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006843-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006844-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006844-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006844-08@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006845-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006845-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006845-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006845-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006845-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006847-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006847-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006848-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006848-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006848-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006849-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006850-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006857-07@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006873-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006893-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006895-07@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006895-12@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006895-14@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006895-15@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006905-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006920-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006950-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006950-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006954-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006954-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006954-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006956-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-08@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-09@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-11@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-13@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-14@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-15@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-19@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-20@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-21@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-22@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-23@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-25@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,006962-26@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650311@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650312@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650313@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650314@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650315@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650411@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650412@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650413@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650414@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650415@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650511@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650512@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650513@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650514@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051650515@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820002@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820017@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820051@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820052@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820053@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,000000002051820054@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,002551-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003102-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003391-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003391-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003391-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003391-07@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003439-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003571-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003576-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003598-06@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003598-08@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003598-09@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003725-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003725-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003726-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003763-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003928-09@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,003992-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004074-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004089-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004304-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004376-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004485-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004506-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004506-05@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004508-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004509-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004536-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004562-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004562-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004562-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004562-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004606-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004608-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004614-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004624-50@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004641-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004647-07@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004662-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004662-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004663-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004680-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004680-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004716-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004716-04@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004719-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004796-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004796-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004842-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004842-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004854-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004870-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004910-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004912-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004917-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004919-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004919-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004919-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004947-03@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004957-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004957-02@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004966-01@7040,2024-05-03 06:10:07.040,NULL
DSM,22000,NULL,NULL,NULL,004970-01@7040,2024-05-03 06:10:07.040,NULL
