-,RESALT_dummy,1,RESOURCE_dummy,1
-,RESALT_Machine_OP-COP-Module-ASSY,1,RESOURCE_Machine_OP-COP-Module-ASSY,1
-,RESALT_Labor_OP-COP-Module-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Module-ATS,1,RESOURCE_Machine_OP-COP-Module-ATS,1
-,RESALT_Labor_OP-COP-Module-ATS,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Module-TCT,1,RESOURCE_Machine_OP-COP-Module-TCT,1
-,RESALT_Labor_OP-COP-Module-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Module-BI,1,RESOURCE_Machine_OP-COP-Module-BI,1
-,RESALT_Labor_OP-COP-Module-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-OB-TXAA,1,RESOURCE_Machine_OP-OB-TXAA,1
-,RESALT_Labor_OP-OB-TXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-OB-RXAA,1,RESOURCE_Machine_OP-OB-RXAA,1
-,RESALT_Labor_OP-OB-RXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-OB-TCT,1,RESOURCE_Machine_OP-OB-TCT,1
-,RESALT_Labor_OP-OB-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-OB-TEST,1,RESOURCE_Machine_OP-OB-TEST,1
-,RESALT_Labor_OP-OB-TEST,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-ASSY,1,RESOURCE_Machine_OP-CB-ASSY,1
-,RESALT_Labor_OP-CB-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-DA,1,RESOURCE_Machine_OP-CB-DA,1
-,RESALT_Labor_OP-CB-DA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-TXLENS,1,RESOURCE_Machine_OP-CB-TXLENS,1
-,RESALT_Labor_OP-CB-TXLENS,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-WB,1,RESOURCE_Machine_OP-CB-WB,1
-,RESALT_Labor_OP-CB-WB,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-RXLENS,1,RESOURCE_Machine_OP-CB-RXLENS,1
-,RESALT_Labor_OP-CB-RXLENS,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-CB-TEST,1,RESOURCE_Machine_OP-CB-TEST,1
-,RESALT_Labor_OP-CB-TEST,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-GT,1,RESOURCE_Machine_OP-TXCOC-GT,1
-,RESALT_Labor_OP-TXCOC-GT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-WB,1,RESOURCE_Machine_OP-TXCOC-WB,1
-,RESALT_Labor_OP-TXCOC-WB,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-BI,1,RESOURCE_Machine_OP-TXCOC-BI,1
-,RESALT_Labor_OP-TXCOC-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-GT,1,RESOURCE_Machine_OP-TXCOC-GT,1
-,RESALT_Labor_OP-TXCOC-GT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-WB,1,RESOURCE_Machine_OP-TXCOC-WB,1
-,RESALT_Labor_OP-TXCOC-WB,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-BI,1,RESOURCE_Machine_OP-TXCOC-BI,1
-,RESALT_Labor_OP-TXCOC-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-GT,1,RESOURCE_Machine_OP-TXCOC-GT,1
-,RESALT_Labor_OP-TXCOC-GT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-WB,1,RESOURCE_Machine_OP-TXCOC-WB,1
-,RESALT_Labor_OP-TXCOC-WB,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-BI,1,RESOURCE_Machine_OP-TXCOC-BI,1
-,RESALT_Labor_OP-TXCOC-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-GT,1,RESOURCE_Machine_OP-TXCOC-GT,1
-,RESALT_Labor_OP-TXCOC-GT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-WB,1,RESOURCE_Machine_OP-TXCOC-WB,1
-,RESALT_Labor_OP-TXCOC-WB,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-TXCOC-BI,1,RESOURCE_Machine_OP-TXCOC-BI,1
-,RESALT_Labor_OP-TXCOC-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-PCBA-Home,1,RESOURCE_Machine_OP-PCBA-Home,1
-,RESALT_Labor_OP-PCBA-Home,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Preform-ASSY,1,RESOURCE_Machine_OP-COP-Preform-ASSY,1
-,RESALT_Labor_OP-COP-Preform-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Preform-LASER,1,RESOURCE_Machine_OP-COP-Preform-LASER,1
