-,RESALT_Labor_OP-COP-Preform-LASER,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Preform-ASSY,1,RESOURCE_Machine_OP-COP-Preform-ASSY,1
-,RESALT_Labor_OP-COP-Preform-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-COP-Preform-LASER,1,RESOURCE_Machine_OP-COP-Preform-LASER,1
-,RESALT_Labor_OP-COP-Preform-LASER,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-Receptacle,1,RESOURCE_Machine_OP-Receptacle,1
-,RESALT_Labor_OP-Receptacle,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-Receptacle,1,RESOURCE_Machine_OP-Receptacle,1
-,RESALT_Labor_OP-Receptacle,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Module-ASSY,1,RESOURCE_Machine_OP-SR4-Module-ASSY,1
-,RESALT_Labor_OP-SR4-Module-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Module-ATS,1,RESOURCE_Machine_OP-SR4-Module-ATS,1
-,RESALT_Labor_OP-SR4-Module-ATS,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Module-TCT,1,RESOURCE_Machine_OP-SR4-Module-TCT,1
-,RESALT_Labor_OP-SR4-Module-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Module-BI,1,RESOURCE_Machine_OP-SR4-Module-BI,1
-,RESALT_Labor_OP-SR4-Module-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-OE-TXAA,1,RESOURCE_Machine_OP-SR4-OE-TXAA,1
-,RESALT_Labor_OP-SR4-OE-TXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-OE-RXAA,1,RESOURCE_Machine_OP-SR4-OE-RXAA,1
-,RESALT_Labor_OP-SR4-OE-RXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-OE-TCT,1,RESOURCE_Machine_OP-SR4-OE-TCT,1
-,RESALT_Labor_OP-SR4-OE-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-OE-TEST,1,RESOURCE_Machine_OP-SR4-OE-TEST,1
-,RESALT_Labor_OP-SR4-OE-TEST,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Preform-ASSY,1,RESOURCE_Machine_OP-SR4-Preform-ASSY,1
-,RESALT_Labor_OP-SR4-Preform-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-SR4-Preform-LASER,1,RESOURCE_Machine_OP-SR4-Preform-LASER,1
-,RESALT_Labor_OP-SR4-Preform-LASER,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Module-ASSY,1,RESOURCE_Machine_OP-AOC-Module-ASSY,1
-,RESALT_Labor_OP-AOC-Module-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Module-ATS,1,RESOURCE_Machine_OP-AOC-Module-ATS,1
-,RESALT_Labor_OP-AOC-Module-ATS,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Module-TCT,1,RESOURCE_Machine_OP-AOC-Module-TCT,1
-,RESALT_Labor_OP-AOC-Module-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Module-BI,1,RESOURCE_Machine_OP-AOC-Module-BI,1
-,RESALT_Labor_OP-AOC-Module-BI,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-OE-TXAA,1,RESOURCE_Machine_OP-AOC-OE-TXAA,1
-,RESALT_Labor_OP-AOC-OE-TXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-OE-RXAA,1,RESOURCE_Machine_OP-AOC-OE-RXAA,1
-,RESALT_Labor_OP-AOC-OE-RXAA,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-OE-TCT,1,RESOURCE_Machine_OP-AOC-OE-TCT,1
-,RESALT_Labor_OP-AOC-OE-TCT,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-OE-TEST,1,RESOURCE_Machine_OP-AOC-OE-TEST,1
-,RESALT_Labor_OP-AOC-OE-TEST,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Preform-ASSY,1,RESOURCE_Machine_OP-AOC-Preform-ASSY,1
-,RESALT_Labor_OP-AOC-Preform-ASSY,1,RESOURCE_Labor,1
-,RESALT_Machine_OP-AOC-Preform-LASER,1,RESOURCE_Machine_OP-AOC-Preform-LASER,1
-,RESALT_Labor_OP-AOC-Preform-LASER,1,RESOURCE_Labor,1
