PRODUCT_ID,LOCATION,ROUTE_ID,PREFERENCE,COST,BOM_ID,BOG_ID,EFFECTIVE_START,EFFECTIVE_END,HIER_LEVEL_1,HIER_LEVEL_,HIER_LEVEL_3,process_unit_cost,UDA_string_-_-_DMDSPEC,UDA_string_to_workorder_no_ASSY_LOC,UDA_string_to_workorder_no_FAB_LOC
VirtualProduct_280-1203-01_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1203-01_A2,-,-,-,-,-,-,1,-,-,-
280-1204,1000,ROUTE_dummy,1,0,BOM_280-1204,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1203-01_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1203-01_A2,-,-,-,-,-,-,1,-,-,-
280-1205,1000,ROUTE_dummy,1,0,BOM_280-1205,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_COP_PCBA-Subcon,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
280-0802,1000,ROUTE_COP_Preform,1,0,BOM_280-0802,-,-,-,-,-,-,1,-,-,-
280-0695,1000,ROUTE_COP_Preform,1,0,BOM_280-0695,-,-,-,-,-,-,1,-,-,-
500-3953-02,1000,ROUTE_COP_Module,1,0,BOM_500-3953-02,-,-,-,-,-,-,1,-,-,-
502-1824-02,1000,ROUTE_dummy,1,0,BOM_502-1824-02,-,-,-,-,-,-,1,-,-,-
260-0152-02,1000,ROUTE_COP_OB,1,0,BOM_260-0152-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_A1,-,-,-,-,-,-,1,-,-,-
280-1192-02,1000,ROUTE_dummy,1,0,BOM_280-1192-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1193,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1193,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1193_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1193_A1,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_B1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_C1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
280-1460,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1460,-,-,-,-,-,-,1,-,-,-
500-3953-06,1000,ROUTE_COP_Module,1,0,BOM_500-3953-06,-,-,-,-,-,-,1,-,-,-
502-2219,1000,ROUTE_dummy,1,0,BOM_502-2219,-,-,-,-,-,-,1,-,-,-
VirtualProduct_502-2219_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_502-2219_A1,-,-,-,-,-,-,1,-,-,-
260-0141-02,1000,ROUTE_dummy,1,0,BOM_260-0141-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_B1,-,-,-,-,-,-,1,-,-,-
280-1160-02,1000,ROUTE_dummy,1,0,BOM_280-1160-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1159,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1159,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1159_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1159_A1,-,-,-,-,-,-,1,-,-,-
504-1319,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1319,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_C1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_A1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-0650,1000,ROUTE_COP_Receptacle,1,0,BOM_280-0650,-,-,-,-,-,-,1,-,-,-
320-0493,1000,ROUTE_COP_Receptacle,1,0,BOM_320-0493,-,-,-,-,-,-,1,-,-,-
500-3954-01,1000,ROUTE_COP_Module,1,0,BOM_500-3954-01,-,-,-,-,-,-,1,-,-,-
502-1824-01,1000,ROUTE_dummy,1,0,BOM_502-1824-01,-,-,-,-,-,-,1,-,-,-
260-0152-01,1000,ROUTE_COP_OB,1,0,BOM_260-0152-01,-,-,-,-,-,-,1,-,-,-
280-1192-01,1000,ROUTE_COP_CB,1,0,BOM_280-1192-01,-,-,-,-,-,-,1,-,-,-
280-0804-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-27,-,-,-,-,-,-,1,-,-,-
280-0804-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-29,-,-,-,-,-,-,1,-,-,-
280-0804-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-31,-,-,-,-,-,-,1,-,-,-
280-0804-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-33,-,-,-,-,-,-,1,-,-,-
280-1193,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1193,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1193_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1193_A1,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-01_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-01_B1,-,-,-,-,-,-,1,-,-,-
223-0011,1000,ROUTE_dummy,1,0,BOM_223-0011,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-01_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-01_C1,-,-,-,-,-,-,1,-,-,-
223-0012,1000,ROUTE_dummy,1,0,BOM_223-0012,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
280-1460,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1460,-,-,-,-,-,-,1,-,-,-
500-3954-02,1000,ROUTE_COP_Module,1,0,BOM_500-3954-02,-,-,-,-,-,-,1,-,-,-
502-1824-02,1000,ROUTE_dummy,1,0,BOM_502-1824-02,-,-,-,-,-,-,1,-,-,-
260-0152-02,1000,ROUTE_COP_OB,1,0,BOM_260-0152-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_A1,-,-,-,-,-,-,1,-,-,-
280-1192-02,1000,ROUTE_dummy,1,0,BOM_280-1192-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1193,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1193,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1193_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1193_A1,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_B1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_C1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
280-1460,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1460,-,-,-,-,-,-,1,-,-,-
500-3954-03,1000,ROUTE_COP_Module,1,0,BOM_500-3954-03,-,-,-,-,-,-,1,-,-,-
502-1824-03,1000,ROUTE_dummy,1,0,BOM_502-1824-03,-,-,-,-,-,-,1,-,-,-
260-0152-03,1000,ROUTE_COP_OB,1,0,BOM_260-0152-03,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-03_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-03_B1,-,-,-,-,-,-,1,-,-,-
280-1192-03,1000,ROUTE_dummy,1,0,BOM_280-1192-03,-,-,-,-,-,-,1,-,-,-
280-1042-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-27,-,-,-,-,-,-,1,-,-,-
280-1042-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-29,-,-,-,-,-,-,1,-,-,-
280-1042-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-31,-,-,-,-,-,-,1,-,-,-
280-1042-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-33,-,-,-,-,-,-,1,-,-,-
280-1193,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1193,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1193_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1193_A1,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-03_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-03_A1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-03_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-03_C1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
320-0493,1000,ROUTE_COP_Receptacle,1,0,BOM_320-0493,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
500-3954-05,1000,ROUTE_COP_Module,1,0,BOM_500-3954-05,-,-,-,-,-,-,1,-,-,-
502-1783-03,1000,ROUTE_dummy,1,0,BOM_502-1783-03,-,-,-,-,-,-,1,-,-,-
260-0141-03,1000,ROUTE_COP_OB,1,0,BOM_260-0141-03,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-03_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-03_A1,-,-,-,-,-,-,1,-,-,-
280-1160-03,1000,ROUTE_dummy,1,0,BOM_280-1160-03,-,-,-,-,-,-,1,-,-,-
280-1042-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-27,-,-,-,-,-,-,1,-,-,-
280-1042-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-29,-,-,-,-,-,-,1,-,-,-
280-1042-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-31,-,-,-,-,-,-,1,-,-,-
280-1042-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1042-33,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1160-03_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1160-03_A2,-,-,-,-,-,-,1,-,-,-
280-1159,1000,ROUTE_dummy,1,0,BOM_280-1159,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1159_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1159_A1,-,-,-,-,-,-,1,-,-,-
504-1319,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1319,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-03_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-03_B1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-03_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-03_C1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
320-0493,1000,ROUTE_COP_Receptacle,1,0,BOM_320-0493,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
500-3954-06,1000,ROUTE_COP_Module,1,0,BOM_500-3954-06,-,-,-,-,-,-,1,-,-,-
502-2219,1000,ROUTE_dummy,1,0,BOM_502-2219,-,-,-,-,-,-,1,-,-,-
VirtualProduct_502-2219_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_502-2219_A1,-,-,-,-,-,-,1,-,-,-
260-0141-02,1000,ROUTE_dummy,1,0,BOM_260-0141-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_B1,-,-,-,-,-,-,1,-,-,-
280-1160-02,1000,ROUTE_dummy,1,0,BOM_280-1160-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1159,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1159,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1159_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1159_A1,-,-,-,-,-,-,1,-,-,-
504-1319,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1319,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_C1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_A1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-0650,1000,ROUTE_COP_Receptacle,1,0,BOM_280-0650,-,-,-,-,-,-,1,-,-,-
320-0493,1000,ROUTE_COP_Receptacle,1,0,BOM_320-0493,-,-,-,-,-,-,1,-,-,-
500-3956,1000,ROUTE_COP_Module,1,0,BOM_500-3956,-,-,-,-,-,-,1,-,-,-
502-1847-01,1000,ROUTE_dummy,1,0,BOM_502-1847-01,-,-,-,-,-,-,1,-,-,-
260-0158-01,1000,ROUTE_COP_OB,1,0,BOM_260-0158-01,-,-,-,-,-,-,1,-,-,-
280-1203-01,1000,ROUTE_COP_CB,1,0,BOM_280-1203-01,-,-,-,-,-,-,1,-,-,-
280-0804-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-29,-,-,-,-,-,-,1,-,-,-
280-0804-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-31,-,-,-,-,-,-,1,-,-,-
280-0804-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-33,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1203-01_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1203-01_A2,-,-,-,-,-,-,1,-,-,-
280-1204,1000,ROUTE_dummy,1,0,BOM_280-1204,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1203-01_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1203-01_A2,-,-,-,-,-,-,1,-,-,-
280-1205,1000,ROUTE_dummy,1,0,BOM_280-1205,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_COP_PCBA-Subcon,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
280-0802,1000,ROUTE_COP_Preform,1,0,BOM_280-0802,-,-,-,-,-,-,1,-,-,-
280-0695,1000,ROUTE_COP_Preform,1,0,BOM_280-0695,-,-,-,-,-,-,1,-,-,-
500-3971-02,1000,ROUTE_COP_Module,1,0,BOM_500-3971-02,-,-,-,-,-,-,1,-,-,-
502-1824-02,1000,ROUTE_dummy,1,0,BOM_502-1824-02,-,-,-,-,-,-,1,-,-,-
260-0152-02,1000,ROUTE_COP_OB,1,0,BOM_260-0152-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_A1,-,-,-,-,-,-,1,-,-,-
280-1192-02,1000,ROUTE_dummy,1,0,BOM_280-1192-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1193,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1193,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1193_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1193_A1,-,-,-,-,-,-,1,-,-,-
504-1369,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1369,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_B1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0152-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0152-02_C1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
280-1460,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1460,-,-,-,-,-,-,1,-,-,-
500-3972-01,1000,ROUTE_COP_Module,1,0,BOM_500-3972-01,-,-,-,-,-,-,1,-,-,-
502-1783-01,1000,ROUTE_dummy,1,0,BOM_502-1783-01,-,-,-,-,-,-,1,-,-,-
260-0141-01,1000,ROUTE_COP_OB,1,0,BOM_260-0141-01,-,-,-,-,-,-,1,-,-,-
280-1160-01,1000,ROUTE_COP_CB,1,0,BOM_280-1160-01,-,-,-,-,-,-,1,-,-,-
280-0804-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-27,-,-,-,-,-,-,1,-,-,-
280-0804-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-29,-,-,-,-,-,-,1,-,-,-
280-0804-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-31,-,-,-,-,-,-,1,-,-,-
280-0804-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0804-33,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1160-01_A2,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1160-01_A2,-,-,-,-,-,-,1,-,-,-
280-1159,1000,ROUTE_dummy,1,0,BOM_280-1159,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1159_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1159_A1,-,-,-,-,-,-,1,-,-,-
504-1319,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1319,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-01_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-01_A1,-,-,-,-,-,-,1,-,-,-
223-0011,1000,ROUTE_dummy,1,0,BOM_223-0011,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-01_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-01_C1,-,-,-,-,-,-,1,-,-,-
223-0012,1000,ROUTE_dummy,1,0,BOM_223-0012,-,-,-,-,-,-,1,-,-,-
280-1459,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1459,-,-,-,-,-,-,1,-,-,-
280-1460,1000,ROUTE_COP_Receptacle,1,0,BOM_280-1460,-,-,-,-,-,-,1,-,-,-
500-3972-02,1000,ROUTE_COP_Module,1,0,BOM_500-3972-02,-,-,-,-,-,-,1,-,-,-
502-1783-02,1000,ROUTE_dummy,1,0,BOM_502-1783-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_502-1783-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_502-1783-02_A1,-,-,-,-,-,-,1,-,-,-
260-0141-02,1000,ROUTE_dummy,1,0,BOM_260-0141-02,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_B1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_B1,-,-,-,-,-,-,1,-,-,-
280-1160-02,1000,ROUTE_dummy,1,0,BOM_280-1160-02,-,-,-,-,-,-,1,-,-,-
280-1049-27,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-27,-,-,-,-,-,-,1,-,-,-
280-1049-29,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-29,-,-,-,-,-,-,1,-,-,-
280-1049-31,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-31,-,-,-,-,-,-,1,-,-,-
280-1049-33,1000,ROUTE_COP_TX-COC,1,0,BOM_280-1049-33,-,-,-,-,-,-,1,-,-,-
280-1159,1000,ROUTE_COP_PCBA-Home,1,0,BOM_280-1159,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1159_A1,SUB_PCBA,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1159_A1,-,-,-,-,-,-,1,-,-,-
504-1319,SUB_PCBA,ROUTE_dummy,1,0,BOM_504-1319,-,-,-,-,-,-,1,-,-,-
910-0067,1000,ROUTE_COP_PCBA-Home,1,0,BOM_910-0067,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_C1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_C1,-,-,-,-,-,-,1,-,-,-
280-1133,1000,ROUTE_dummy,1,0,BOM_280-1133,-,-,-,-,-,-,1,-,-,-
VirtualProduct_260-0141-02_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_260-0141-02_A1,-,-,-,-,-,-,1,-,-,-
280-1020,1000,ROUTE_dummy,1,0,BOM_280-1020,-,-,-,-,-,-,1,-,-,-
280-0650,1000,ROUTE_COP_Receptacle,1,0,BOM_280-0650,-,-,-,-,-,-,1,-,-,-
320-0493,1000,ROUTE_COP_Receptacle,1,0,BOM_320-0493,-,-,-,-,-,-,1,-,-,-
500-3984,1000,ROUTE_COP_Module,1,0,BOM_500-3984,-,-,-,-,-,-,1,-,-,-
502-1822,1000,ROUTE_dummy,1,0,BOM_502-1822,-,-,-,-,-,-,1,-,-,-
260-0150,1000,ROUTE_COP_OB,1,0,BOM_260-0150,-,-,-,-,-,-,1,-,-,-
280-1178,1000,ROUTE_COP_CB,1,0,BOM_280-1178,-,-,-,-,-,-,1,-,-,-
320-0368,1000,ROUTE_COP_TX-COC,1,0,BOM_320-0368,-,-,-,-,-,-,1,-,-,-
280-0397,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0397,-,-,-,-,-,-,1,-,-,-
110-0284,1000,ROUTE_COP_TX-COC,1,0,BOM_110-0284,-,-,-,-,-,-,1,-,-,-
280-0574,1000,ROUTE_COP_TX-COC,1,0,BOM_280-0574,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1178_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1178_A1,-,-,-,-,-,-,1,-,-,-
280-0213,1000,ROUTE_dummy,1,0,BOM_280-0213,-,-,-,-,-,-,1,-,-,-
VirtualProduct_280-1178_A1,1000,ROUTE_dummy,1,0,BOM_VirtualProduct_280-1178_A1,-,-,-,-,-,-,1,-,-,-
